time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,45,45000,4,0.5,0.8545454545454544,64.35517075061799,0
55,45,45000,6,0.5,0.8666666666666665,84.8652901172638,0
30,20,15000,4,0.6,0.8060606060606059,36.962927556037904,0
30,20,20000,8,0.7,0.7818181818181817,40.446122479438785,1
50,30,10000,6,0.5,0.6969696969696969,57.88496911525726,2
40,25,40000,4,0.5,0.6969696969696969,54.0564523935318,2
30,35,20000,6,0.5,0.5272727272727272,42.86699898242951,2
40,45,40000,4,0.5,0.7454545454545454,61.964870834350585,2
30,20,20000,6,0.6,0.1515151515151515,40.54634521007538,2
30,20,20000,10,0.5,0.11515151515151514,40.93147339820862,3
