ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,0.06793379783630371,3.1253888607025146,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,0.07049942016601562,3.021252155303955,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,0.0727701187133789,3.0041892528533936,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,0.07320761680603027,3.059617519378662,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,On,On,On,0.07362151145935059,3.0447258949279785,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,On,Off,On,Off,Off,On,0.07447934150695801,3.045391321182251,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,0.07490086555480957,2.985577344894409,"[50, 35, 3, 1, 35]",0.8666666666666665
On,On,Off,Off,On,On,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,0.07515573501586914,3.1183888912200928,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,Off,On,Off,Off,On,On,On,Off,Off,Off,On,On,Off,Off,On,On,On,0.07537412643432617,3.093947410583496,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,On,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,0.07573819160461426,3.0560050010681152,"[50, 35, 3, 1, 35]",0.8666666666666665
On,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,0.0758829116821289,3.062248945236206,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,On,0.07596755027770996,3.0507233142852783,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,Off,On,On,0.07606363296508789,3.034710168838501,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,Off,0.07619071006774902,3.107945442199707,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,Off,On,Off,On,On,0.07657217979431152,3.0084195137023926,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,0.07737898826599121,2.9733779430389404,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,On,On,On,0.07815718650817871,2.949758291244507,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,On,Off,On,Off,On,On,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,Off,0.07828640937805176,3.0028433799743652,"[50, 35, 3, 1, 35]",0.8666666666666665
On,On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,On,On,0.07829594612121582,3.084928035736084,"[50, 35, 3, 1, 35]",0.8666666666666665
Off,Off,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,0.07861828804016113,3.0535359382629395,"[50, 35, 3, 1, 35]",0.8666666666666665
