inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,15,2,3,35,0.8787878787878788,3.9393731594085692,0
80,10,3,1,10,-0.23636363636363633,2.799021577835083,0
80,10,1,4,10,0.22424242424242422,2.859333324432373,0
50,15,2,4,35,0.5151515151515151,3.7184096336364747,0
60,10,2,1,15,-0.01818181818181818,2.850991678237915,0
60,10,1,1,10,-0.3696969696969697,2.8068630695343018,1
90,15,2,3,35,0.7939393939393938,3.985042595863342,1
70,15,2,4,35,0.2606060606060606,3.7660019397735596,1
80,25,3,2,20,0.10303030303030303,3.1050851345062256,1
90,15,2,1,15,-0.10303030303030303,2.9060746669769286,1
