checkpoint_completion_target,backend_flush_after,maintenance_work_mem,max_parallel_workers_per_gather,min_wal_size,wal_writer_flush_after,wal_writer_delay,work_mem,random_page_cost,commit_siblings,checkpoint_flush_after,seq_page_cost,commit_delay,join_collapse_limit,bgwriter_delay,from_collapse_limit,default_statistics_target,bgwriter_flush_after,checkpoint_timeout,deadlock_timeout,throughput,evaluated_time,fidelity_setting,corr
0.03927555110175671,0,669353,88,380,311852532,3482,95852,8.613151005311472,974,68,86.88322534428804,8859,578120101,4908,619654290,5,36,78515,104812733,557.95,237.61259031295776,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,88,380,311852532,3482,95852,8.613151005311472,139,68,89.64804745552634,8859,232557486,4908,1715435393,5,36,78515,319994816,556.97,234.86860632896423,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,88,380,415505550,3482,95852,8.613151005311472,974,68,86.88322534428804,8859,596046874,4908,1715435393,5,36,54483,104812733,553.01,233.91603994369507,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,250,380,311852532,3482,95852,8.613151005311472,139,68,86.88322534428804,8859,946898679,4908,1715435393,5,36,78515,104812733,552.4,234.23306226730347,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,250,380,311852532,3482,95852,8.613151005311472,974,68,86.88322534428804,8859,2049666405,4908,1715435393,5,36,78515,104812733,549.28,233.58555126190186,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,88,380,311852532,7850,95852,8.613151005311472,558,68,82.75954123738036,8859,578120101,3160,1715435393,5,36,78515,104812733,549.18,235.16729855537415,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,88,380,311852532,3482,95852,8.613151005311472,139,68,86.88322534428804,8859,596046874,4908,1715435393,5,36,78515,104812733,549.11,238.34842371940613,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,229519,165,2647,415505550,3482,95852,8.613151005311472,298,68,86.88322534428804,8859,740667852,6497,1715435393,5,36,78515,104812733,548.87,237.31037425994873,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,88,380,311852532,3482,95852,8.613151005311472,139,68,86.88322534428804,8859,596046874,3160,1715435393,5,36,78515,104812733,548.82,233.06924390792847,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,88,380,311852532,3482,581829,90.58059128102097,476,68,86.88322534428804,8859,578120101,6497,1715435393,5,36,78515,1444386227,548.8,234.05742478370667,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,250,380,311852532,3482,95852,8.613151005311472,476,68,86.88322534428804,8859,578120101,4908,1715435393,5,36,78515,104812733,548.77,232.15319347381592,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,88,380,311852532,3482,95852,90.58059128102097,974,68,86.88322534428804,8859,740667852,6497,1715435393,5,36,78515,1444386227,548.68,231.30574798583984,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,165,2647,415505550,3482,95852,51.131721296567,974,231,86.88322534428804,8859,421802889,597,1715435393,5,36,54483,104812733,547.76,239.01534962654114,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,250,380,311852532,3482,95852,8.613151005311472,166,68,86.88322534428804,8859,596046874,4908,1715435393,5,36,78515,127534590,547.46,233.15449476242065,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,165,2647,311852532,3482,95852,51.131721296567,722,68,86.88322534428804,8859,740667852,6497,1715435393,5,36,54483,774289852,547.22,232.37635564804077,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,229519,88,380,311852532,3439,95852,7.894138080424784,581,68,86.88322534428804,8859,232557486,4908,1715435393,5,36,78515,638807907,547.05,232.48042941093445,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,250,6353,311852532,3482,95852,8.613151005311472,139,68,86.88322534428804,8859,578120101,3160,1715435393,5,36,66177,104812733,546.99,235.55883312225342,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,250,380,311852532,3894,95852,8.613151005311472,476,68,86.88322534428804,8859,946898679,4908,1715435393,5,36,78515,104812733,546.15,232.0277442932129,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,88,380,311852532,7850,95852,8.613151005311472,558,166,6.4238801441661835,8859,578120101,4908,1446155080,5,36,78515,104812733,545.74,232.41004705429077,"[180, 50, 100000, 4, 0.5]",1
0.03927555110175671,0,669353,165,380,311852532,3482,95852,8.613151005311472,974,68,31.155837752616613,8859,232557486,4908,1715435393,5,36,52641,104812733,545.33,232.30199885368347,"[180, 50, 100000, 4, 0.5]",1
