inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,20,2,1,10,0.7939393939393938,2.8671450853347777,0
60,15,1,1,10,0.23636363636363633,2.818230414390564,0
50,20,3,1,10,0.5515151515151515,2.8376898765563965,0
90,10,1,1,10,0.4545454545454545,2.834114503860474,0
90,25,1,1,10,-0.406060606060606,2.8221621751785277,1
60,25,3,2,15,0.5878787878787878,2.949759674072266,1
60,20,2,1,10,0.5878787878787878,2.8930946350097657,1
80,15,2,1,5,0.4545454545454545,2.8720285415649416,1
70,15,2,1,10,0.28484848484848485,2.85501389503479,1
50,25,1,1,10,-0.22424242424242422,2.823688769340515,1
