fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,On,On,On,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,Off,0.08689594268798828,1.6837968826293945,523384,34.24844455718994,2152160,10605,39.93550992012024,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,On,Off,On,Off,On,On,Off,0.08824896812438965,1.5398132801055908,521896,34.08359169960022,2152160,10605,38.34934735298157,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,On,On,On,On,0.0855553150177002,1.5328078269958496,523192,34.13459491729736,2152160,10605,38.40063214302063,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,On,On,Off,On,Off,On,Off,On,On,Off,On,On,Off,Off,0.08590817451477051,1.5308606624603271,515192,34.055047273635864,2152160,10605,38.133848428726196,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,On,0.09828758239746094,1.4827735424041748,513896,34.13560247421265,2152160,10605,38.37128186225891,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,On,Off,On,On,On,On,Off,On,On,On,Off,Off,On,Off,0.08791756629943848,1.4707372188568115,513704,34.09206008911133,2152160,10605,38.21089458465576,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,On,Off,On,On,On,0.08872127532958984,1.4852347373962402,522088,34.159055948257446,2152160,10605,38.38367438316345,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,0.08810687065124512,1.4903557300567627,515192,34.21638751029968,2152160,10605,38.39532399177551,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,On,Off,On,On,Off,Off,On,On,Off,Off,Off,On,Off,Off,0.09200358390808105,1.5203807353973389,513704,34.03583836555481,2152160,10605,38.26753067970276,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,0.09572291374206543,1.5287840366363525,523192,34.07325720787048,2152160,10605,38.27990531921387,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,Off,0.09083819389343262,0.1546187400817871,37416,0.12618756294250488,24930,244,2.875190258026123,"[60, 20, 3, 1, 10]"
