inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,20,3,1,10,-0.09090909090909088,2.8403127193450928,0
50,25,1,1,20,0.09090909090909088,2.8468915224075317,0
60,15,3,2,15,0.3696969696969697,2.9370561838150024,0
70,15,2,1,10,0.28484848484848485,2.85501389503479,0
80,35,1,4,35,0.28484848484848485,3.448377823829651,1
50,5,1,1,5,-0.7818181818181817,2.861130452156067,1
90,35,1,1,25,-0.09090909090909088,2.9728506565093995,1
80,10,3,4,20,-0.406060606060606,3.6120635986328127,2
60,20,2,4,10,-0.5151515151515151,3.034548759460449,2
90,25,2,1,20,-1,73.5178290605545,3
