fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,On,Off,On,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,On,On,Off,0.06583118438720703,38.20621919631958,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,On,0.07623028755187988,38.35699915885925,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,On,On,On,Off,0.07761025428771973,38.31290555000305,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,Off,Off,Off,On,On,Off,On,On,On,On,On,On,On,On,Off,Off,0.07861113548278809,38.17117738723755,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,Off,Off,On,Off,On,Off,On,On,On,On,Off,On,On,On,Off,On,0.08020281791687012,38.30961084365845,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,On,Off,On,Off,On,On,On,On,On,Off,On,On,On,Off,On,0.08065581321716309,38.39471483230591,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,Off,Off,On,On,On,Off,On,On,On,On,Off,On,On,On,Off,Off,0.08115291595458984,38.174142599105835,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,0.08146190643310547,38.21765208244324,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,On,Off,Off,On,0.0830843448638916,38.43960452079773,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,0.08338594436645508,38.13284659385681,"[10, 50, 6, 4, 50]",1
On,On,On,On,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,Off,0.0841073989868164,38.210569858551025,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,Off,Off,On,Off,On,On,On,Off,On,On,Off,Off,Off,Off,0.084228515625,38.20146036148071,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,On,On,On,On,Off,On,Off,Off,0.08438777923583984,38.26652646064758,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,Off,On,Off,On,On,On,Off,Off,Off,On,Off,On,On,0.08446335792541504,38.30038261413574,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,On,On,Off,On,Off,On,Off,On,On,On,On,On,On,Off,Off,Off,0.08476066589355469,38.20241904258728,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,Off,On,On,Off,On,Off,On,On,Off,On,Off,On,On,On,Off,0.08495736122131348,38.34102511405945,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,Off,Off,Off,Off,On,Off,On,On,On,Off,On,On,On,On,Off,On,0.08497905731201172,38.26253151893616,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,Off,On,On,Off,On,On,On,On,Off,Off,On,On,On,On,0.08502483367919922,38.23179268836975,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,On,On,On,On,0.0855553150177002,38.40063214302063,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,Off,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,Off,0.08572149276733398,38.39619588851929,"[10, 50, 6, 4, 50]",1
