inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,20,3,1,10,-0.09090909090909088,2.8403127193450928,0
50,25,1,1,20,0.09090909090909088,2.8468915224075317,0
70,15,2,1,10,0.28484848484848485,2.85501389503479,0
90,25,1,1,10,-0.406060606060606,2.8221621751785277,0
50,20,2,1,10,0.7939393939393938,2.8671450853347777,0
50,15,1,1,20,-0.10303030303030303,2.861679220199585,1
50,5,1,1,5,-0.7818181818181817,2.861130452156067,1
60,25,3,2,15,0.5878787878787878,2.949759674072266,1
60,15,1,1,20,0.2727272727272727,2.8698927640914915,1
80,15,2,1,5,0.4545454545454545,2.8720285415649416,1
