fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,0.08801937103271484,1.6590113639831543,521896,34.24846649169922,2152160,10605,39.90629196166992,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,Off,Off,On,On,Off,On,Off,On,On,On,On,On,On,0.10155415534973145,1.4737820625305176,515000,34.10414242744446,2152160,10605,38.26258397102356,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,On,On,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,0.11588764190673828,1.5132505893707275,523384,34.186662435531616,2152160,10605,38.3147234916687,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,0.08424806594848633,1.5127933025360107,523384,34.11918354034424,2152160,10605,38.226210594177246,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,0.07365298271179199,1.47977614402771,513704,34.071884632110596,2152160,10605,38.21794414520264,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,Off,On,On,Off,On,On,Off,On,On,On,On,Off,Off,On,Off,0.08581399917602539,1.4960441589355469,522088,34.10372972488403,2152160,10605,38.24399757385254,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,Off,Off,On,On,Off,On,On,On,On,On,On,On,On,On,On,0.08984494209289551,1.5096650123596191,515192,34.1276433467865,2152160,10605,38.292962074279785,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,Off,On,Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,0.08347487449645996,1.497201681137085,515192,34.13230538368225,2152160,10605,38.25055456161499,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,On,On,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,0.09070444107055664,1.52030348777771,513704,34.1216402053833,2152160,10605,38.23310685157776,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,0.07893085479736328,1.504359483718872,521896,34.0751211643219,2152160,10605,38.12006092071533,"[10, 50, 6, 4, 50]"
