time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,20,35000,4,0.5,0.9151515151515152,63.06039175987244,0
30,20,20000,10,0.5,0.8424242424242423,46.08270635604858,0
40,30,50000,10,0.5,0.8909090909090909,85.92987861633301,1
30,45,45000,10,0.5,0.8909090909090909,87.65324289798737,1
55,30,45000,6,0.5,0.8666666666666665,84.35118653774262,1
45,45,30000,6,0.5,0.7696969696969697,74.44948399066925,1
40,25,40000,4,0.5,0.7333333333333332,56.986163187026975,1
50,35,40000,10,0.5,0.8424242424242423,92.81328201293945,2
50,30,10000,6,0.5,0.3696969696969697,61.37319972515106,2
50,35,20000,6,0.5,0.33333333333333326,66.52315163612366,3
