time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,40,40000,4,0.5,0.7454545454545454,60.12855355739593,0
30,25,15000,8,0.5,0.05454545454545454,39.79534842967987,0
30,30,25000,10,0.5,0.5393939393939393,46.4369740486145,0
35,35,25000,4,0.5,0.5272727272727272,47.806880307197574,1
50,40,10000,8,0.5,0.3939393939393939,60.26160707473755,2
45,45,25000,10,0.5,0.49090909090909085,66.98810641765594,2
35,25,50000,10,0.5,0.3696969696969697,58.885434770584105,2
45,35,10000,4,0.5,0.19999999999999998,52.53452572822571,2
40,30,30000,10,0.5,0.19999999999999998,58.661919713020325,2
55,35,40000,8,0.5,0.2606060606060606,80.38353705406189,3
