8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,encode_time,avg_cpu_util,output_file_mb,bitrate_kbps,encode_fps,cost,fidelity
1,all,1,1.5762468307573683,1,8,1,-1,48.574259430162996,6:-6,none,1,332,1,esa,59,1,0,cbr,1,53.79,53.79,1166.536531,4.095301,1720.561173,22.46,54.1480712890625,"['Action', '1080p', 60, '20s']"
0,p8x8,2,1.4511760878271678,0,1,1,-6,11.14343315467275,2:2,temporal,1,116,4,hex,41,1,0,none,1,16.86,16.86,1347.330961,103.723079,43577.240408,71.56,17.064576625823975,"['Action', '1080p', 60, '20s']"
0,none,3,0.06314306960810351,0,15,0,5,0.6318087793429596,-5:5,temporal,0,201,1,dia,55,0,0,cbr,0,11.53,11.53,902.948829,383.473512,161108.960649,106.24,11.802201986312866,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",2,0.9555770187193469,1,5,0,-4,37.625281799099135,-6:6,spatial,0,12,0,umh,49,1,0,none,0,17.02,17.02,1202.878966,7.590554,3189.024187,70.8,17.20837926864624,"['Action', '1080p', 60, '20s']"
1,all,2,0.24159819875125801,1,4,1,-5,9.433989101892125,6:-6,temporal,0,132,1,dia,48,1,1,cbr,1,25.71,25.71,950.602878,96.13405,40388.857289,46.95,25.925213098526,"['Action', '1080p', 60, '20s']"
0,none,3,1.6716058354105958,0,5,1,1,49.64369218726645,-4:4,auto,0,299,4,tesa,15,0,0,none,1,13.02,13.02,1051.612903,1.931324,811.408334,92.77,13.21474313735962,"['Action', '1080p', 60, '20s']"
1,none,1,0.7227832539950073,1,12,1,-7,41.90753035983996,3:3,none,0,194,1,hex,51,0,1,cbr,0,16.77,16.77,377.400119,5.502542,2311.786539,72.08,16.956257581710815,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,1.0138817772421413,2,11,0,10,17.445427244755667,2:-2,spatial,1,227,2,esa,40,1,1,vbr,1,94.71,94.71,932.245803,38.15338,16029.403005,12.66,94.92607855796814,"['Action', '1080p', 60, '20s']"
1,none,1,1.1187279040555196,0,16,0,-8,15.784466627117395,0:0,spatial,1,19,4,dia,61,1,0,none,0,13.21,13.21,1200.302801,102.201548,42937.998615,92.0,13.418788433074951,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",0,0.8965345431550085,2,6,0,9,45.36706795499938,0:0,auto,1,94,1,hex,58,1,1,cbr,0,48.4,48.4,196.632231,3.199243,1344.099744,24.8,48.57902407646179,"['Action', '1080p', 60, '20s']"
0,all,0,1.179674130621444,1,6,0,6,22.30124051699993,-3:3,spatial,1,493,2,umh,38,0,0,cbr,0,25.27,25.27,1143.055006,28.848286,12120.047878,47.69,25.471016883850098,"['Action', '1080p', 60, '20s']"
1,all,0,1.8947096824652447,1,6,0,-2,14.200069914491163,3:-3,auto,0,468,3,esa,19,0,1,cbr,0,45.83,45.83,1128.147502,58.067655,24395.999192,26.2,46.04584836959839,"['Action', '1080p', 60, '20s']"
0,p4x4,0,0.48358682374104456,2,15,0,2,46.279015920318585,3:3,auto,1,381,3,tesa,13,1,1,vbr,0,76.31,76.31,326.995151,2.744411,1153.010866,15.72,76.50156164169312,"['Action', '1080p', 60, '20s']"
1,p8x8,0,1.327643613244655,2,2,0,12,6.617959536050078,-2:2,none,0,442,4,hex,42,1,0,vbr,1,17.35,17.35,1176.829971,133.221735,55970.528882,69.8,17.57332992553711,"['Action', '1080p', 60, '20s']"
1,p4x4,1,1.4749891480391597,0,10,1,11,7.6375369218842675,1:-1,temporal,1,160,2,hex,10,1,1,vbr,0,16.2,16.2,1083.703704,160.396413,67387.442882,74.62,16.433682680130005,"['Action', '1080p', 60, '20s']"
0,p8x8,2,0.8409977615340382,1,12,0,-12,36.28309767552136,-1:1,temporal,1,430,3,esa,33,0,0,none,1,27.45,27.45,1207.795993,8.683215,3648.08448,43.9,27.64591956138611,"['Action', '1080p', 60, '20s']"
1,p8x8,3,1.7810688409929514,0,1,1,4,25.68487275634425,1:1,temporal,0,346,0,umh,25,0,1,cbr,1,17.79,17.79,1329.117482,24.788212,10414.286571,67.73,17.962441205978394,"['Action', '1080p', 60, '20s']"
0,none,2,0.5431635671106835,1,0,0,-10,34.180022569642944,5:-5,spatial,1,279,4,hex,6,0,1,vbr,0,9.42,9.42,627.282378,11.322508,4756.932141,128.62,9.616077184677124,"['Action', '1080p', 60, '20s']"
0,p4x4,1,0.622934483858195,0,0,1,9,2.0784647337782722,-3:3,temporal,0,351,2,esa,5,1,0,vbr,1,13.74,13.74,1185.516739,218.640687,91857.645345,88.19,13.974613189697266,"['Action', '1080p', 60, '20s']"
1,all,2,1.2295233860881927,2,9,1,7,33.64727438935352,2:-2,none,0,309,0,umh,17,0,1,none,0,30.34,30.34,1079.070534,9.922311,4168.666508,39.63,30.52192211151123,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",3,0.45632996312026114,2,14,0,1,4.286867149896928,1:-1,spatial,1,397,1,dia,20,0,0,none,1,123.43,123.43,216.300737,137.941523,57953.456128,9.72,123.64637398719788,"['Action', '1080p', 60, '20s']"
1,none,1,1.8186930315293188,1,13,1,-9,31.58159457591899,6:6,none,1,137,3,esa,28,0,1,vbr,1,18.52,18.52,1429.265659,15.804798,6640.079488,65.25,18.712273359298706,"['Action', '1080p', 60, '20s']"
0,p4x4,3,0.3298926961044908,2,9,0,-10,27.2962046794243,4:4,none,1,59,3,umh,31,1,0,vbr,0,42.37,42.37,432.94784,26.239717,11024.10813,28.38,42.56782031059265,"['Action', '1080p', 60, '20s']"
1,p4x4,0,1.9609321564623257,2,3,0,-11,11.97142227857786,-1:1,none,0,405,2,tesa,45,1,1,vbr,1,46.42,46.42,1259.500215,113.006618,47477.539641,25.87,46.63253474235535,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",3,0.7933962603168401,1,8,1,5,40.63021016677918,5:-5,auto,0,49,4,tesa,9,0,1,cbr,1,14.46,14.46,1192.600277,4.731885,1988.009716,83.42,14.65420937538147,"['Action', '1080p', 60, '20s']"
