fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,On,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,On,On,0.07812786102294922,0.31421709060668945,140424,2.2242960929870605,356663,1676,5.431602478027344,"[10, 50, 6, 4, 5]"
On,Off,Off,On,On,On,Off,Off,Off,On,On,On,On,On,On,Off,On,On,Off,Off,0.08561182022094727,0.26668739318847656,145520,2.0797266960144043,356663,1676,4.9670021533966064,"[10, 50, 6, 4, 5]"
Off,On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,0.10171627998352051,0.27555036544799805,145592,2.1388912200927734,356663,1676,5.101772308349609,"[10, 50, 6, 4, 5]"
Off,On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,0.07937073707580566,0.2638540267944336,140352,2.1157846450805664,356663,1676,4.968298435211182,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,On,Off,Off,On,On,On,On,Off,On,On,Off,On,Off,On,On,Off,0.09748983383178711,0.26425671577453613,140424,2.1142470836639404,356663,1676,4.955054998397827,"[10, 50, 6, 4, 5]"
On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,0.08561038970947266,0.2636749744415283,144448,2.076436758041382,356663,1676,4.857982397079468,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,On,On,Off,On,On,Off,Off,Off,On,Off,On,On,Off,On,On,0.09238505363464355,0.2544834613800049,145520,2.074732780456543,356663,1676,4.967527151107788,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,On,On,0.08451652526855469,0.2622561454772949,141496,2.0843050479888916,356663,1676,4.9223856925964355,"[10, 50, 6, 4, 5]"
Off,On,On,Off,On,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,On,On,0.09203457832336426,0.7392690181732178,206008,4.1633405685424805,828309,4503,7.5578601360321045,"[10, 50, 6, 4, 10]"
Off,On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,0.09806394577026367,0.7598955631256104,205976,4.138964891433716,828309,4503,7.538902282714844,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,On,On,0.09474468231201172,0.7162234783172607,207240,4.1351823806762695,828309,4503,7.48201584815979,"[10, 50, 6, 4, 10]"
On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,0.07965469360351562,0.7585539817810059,205976,4.137521982192993,828309,4503,7.47967791557312,"[10, 50, 6, 4, 10]"
On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,0.09274673461914062,0.6615927219390869,241456,6.8077709674835205,866233,4708,10.198050260543823,"[10, 50, 6, 4, 25]"
