innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
697,936595265,1969,506528147,24448363,482651883,76053,738030073,0,80,14433712078,3339,2152399952,107,33349434,minimal,962,68406455,89,928233,357.79,249.94443917274475,"[180, 50, 100000, 4, 0.5]",1
213,993998133,1969,506528147,3259310,482651883,36085,869134529,0,5,12402972290,15053,3230241054,65,62448145,full,962,68406455,96,672498,317.31,253.05831289291382,"[180, 50, 100000, 4, 0.5]",1
213,936595265,1969,1022345660,95405352,482651883,42094,738030073,0,28,12402972290,15053,977265194,107,111749485,noblob,962,115780815,96,336753,312.58,254.6989405155182,"[180, 50, 100000, 4, 0.5]",1
213,993998133,1969,1022345660,95405352,482651883,36085,869134529,0,5,12402972290,15053,977265194,65,38640090,full,962,68406455,96,336753,312.01,253.16674065589905,"[180, 50, 100000, 4, 0.5]",1
213,993998133,1969,506528147,3259310,482651883,36085,869134529,0,5,12402972290,15053,3230241054,95,62448145,noblob,962,68406455,96,928233,311.96,258.744446516037,"[180, 50, 100000, 4, 0.5]",1
213,936595265,1969,1022345660,95405352,482651883,42094,738030073,0,28,12402972290,29685,977265194,107,111749485,noblob,962,115780815,96,505837,311.81,253.72659015655518,"[180, 50, 100000, 4, 0.5]",1
213,993998133,1969,815065434,3259310,482651883,36085,869134529,0,32,12402972290,15053,3230241054,95,62448145,noblob,962,43770540,96,928233,311.02,257.2156562805176,"[180, 50, 100000, 4, 0.5]",1
213,936595265,1969,506528147,95405352,619820742,23291,738030073,0,84,12402972290,7097,977265194,18,38640090,noblob,962,94688991,96,928233,310.83,254.79558634757996,"[180, 50, 100000, 4, 0.5]",1
213,936595265,1969,1022345660,95405352,482651883,42094,738030073,0,28,12402972290,15053,977265194,107,94216722,noblob,962,94688991,96,336753,310.67,256.1643786430359,"[180, 50, 100000, 4, 0.5]",1
493,993998133,1969,815065434,3259310,482651883,36085,869134529,0,16,12402972290,15053,3230241054,95,33349434,full,962,43770540,96,928233,310.5,255.5091700553894,"[180, 50, 100000, 4, 0.5]",1
771,936595265,1969,1022345660,95405352,482651883,42094,738030073,0,84,12402972290,15053,977265194,18,38640090,noblob,962,94688991,96,336753,310.19,252.12981510162354,"[180, 50, 100000, 4, 0.5]",1
213,993998133,1969,506528147,3259310,34268319,36085,869134529,0,5,12402972290,15053,3230241054,65,62448145,full,962,68406455,96,672498,309.83,252.920316696167,"[180, 50, 100000, 4, 0.5]",1
458,993998133,1969,1022345660,116777094,619820742,65006,869134529,0,79,12402972290,15053,977265194,107,88036874,minimal,962,94688991,96,336753,309.77,255.0702338218689,"[180, 50, 100000, 4, 0.5]",1
213,936595265,1969,506528147,3259310,619820742,71134,738030073,0,84,12402972290,7097,977265194,107,111749485,noblob,962,68406455,89,928233,309.76,249.9557819366455,"[180, 50, 100000, 4, 0.5]",1
213,993998133,1969,506528147,3259310,482651883,36085,869134529,0,5,12402972290,15053,3230241054,95,5790569,noblob,962,68406455,96,928233,309.61,256.39456963539124,"[180, 50, 100000, 4, 0.5]",1
771,936595265,1969,1022345660,95405352,619820742,42094,738030073,0,84,12402972290,7097,977265194,107,111749485,noblob,962,94688991,89,610859,309.57,261.07380294799805,"[180, 50, 100000, 4, 0.5]",1
771,936595265,1969,1022345660,3259310,482651883,42094,738030073,0,52,12402972290,15053,977265194,107,111749485,noblob,962,68406455,89,336753,309.54,255.25894165039062,"[180, 50, 100000, 4, 0.5]",1
213,993998133,1969,1022345660,95405352,482651883,36085,869134529,0,5,12402972290,15053,977265194,95,38640090,noblob,962,68406455,96,928233,309.44,256.21441674232483,"[180, 50, 100000, 4, 0.5]",1
493,993998133,1969,815065434,3259310,482651883,36085,869134529,0,16,12402972290,15053,2102971449,95,33349434,full,962,43770540,96,928233,308.79,255.08762621879578,"[180, 50, 100000, 4, 0.5]",1
771,936595265,1969,1022345660,95405352,619820742,42094,738030073,0,84,12402972290,7097,977265194,107,111749485,noblob,962,94688991,89,336753,308.56,263.2903563976288,"[180, 50, 100000, 4, 0.5]",1
