innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
757,546355202,286,183485307,95647376,321280982,68078,761649845,0,83,13462808918,1323,416085921,114,92231524,minimal,8397,116130245,56,711485,421.2,43.60392880439758,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,657360450,505,186405618,112568781,938048030,107677,2697512,0,87,14028153174,14358,177249218,33,76708943,minimal,3737,68125055,84,597588,419.56,44.9206907749176,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
368,279971643,286,183485307,107220089,285159770,58052,761649845,2,70,13288526259,14358,3719351831,42,79912861,minimal,8397,77112388,17,485956,415.36,43.7036771774292,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
89,1067511099,505,963930822,95321443,938048030,63316,425322097,0,15,13246702645,26286,416085921,52,56460792,minimal,3737,65608031,21,847446,408.31,44.81967043876648,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
19,233193973,286,918105932,95647376,868893171,58052,761649845,0,15,10875826333,14358,1892715854,114,92231524,minimal,1992,77112388,44,225079,406.52,44.136988162994385,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
89,279971643,505,183485307,95321443,1002349387,63316,761649845,0,15,13246702645,26286,416085921,52,105335765,minimal,8397,116130245,56,711485,405.71,44.16103744506836,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
19,279971643,1399,183485307,91676132,141052222,58052,761649845,0,15,15576011783,22984,2651393821,28,92231524,noblob,1515,77112388,44,711485,405.37,44.160794734954834,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
932,279971643,286,183485307,95647376,321280982,17704,761649845,2,83,15576011783,14358,1790261481,114,90608726,minimal,8397,68125055,84,225079,404.86,43.8330295085907,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,279971643,286,852315739,95647376,1140017,73067,279597178,0,15,10875826333,14358,1790261481,114,10681337,minimal,5853,65608031,84,837421,403.96,43.79934883117676,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
757,279971643,286,183485307,95321443,1002349387,68078,761649845,0,15,13246702645,1323,416085921,52,113757791,minimal,8397,116130245,56,711485,403.25,43.83712100982666,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
977,696794398,1129,39196381,41207244,285159770,29181,461150604,2,70,10875826333,14358,3719351831,42,79912861,minimal,8397,42523405,17,485956,402.46,44.14954590797424,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
89,279971643,505,186405618,95321443,938048030,107677,761649845,0,87,14028153174,14358,177249218,115,76708943,minimal,8397,116130245,56,597588,401.37,43.850749254226685,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
977,233193973,1129,918105932,41207244,868893171,29181,279597178,2,87,10875826333,22710,1892715854,114,79912861,minimal,3737,42523405,17,225079,401.0,44.471906900405884,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,546355202,505,186405618,112568781,938048030,68078,2697512,0,87,13462808918,1323,416085921,33,92231524,noblob,8397,68125055,84,711485,400.65,44.39879250526428,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
757,279971643,286,183485307,95647376,321280982,68078,761649845,2,83,13462808918,14358,416085921,114,92231524,minimal,8397,68125055,56,711485,400.45,44.00524401664734,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
440,233193973,286,918105932,95647376,868893171,68078,279597178,2,83,10875826333,14358,1892715854,114,90608726,minimal,1992,68125055,44,225079,400.38,44.33073043823242,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
440,233193973,286,918105932,95647376,868893171,68078,279597178,2,87,10875826333,22710,1892715854,114,128726705,minimal,3737,68125055,44,225079,398.98,43.47218418121338,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,657360450,1790,934065240,112568781,938048030,107677,2697512,0,83,14028153174,14358,177249218,33,90608726,minimal,1992,68125055,84,597588,398.6,45.81262230873108,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
89,657360450,505,186405618,59513576,938048030,107677,2697512,0,87,14028153174,14358,177249218,33,76708943,minimal,3737,66913176,84,992695,398.6,43.69630670547485,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
244,546355202,286,186405618,112568781,938048030,107677,2697512,0,83,10875826333,1323,177249218,113,76708943,minimal,3737,68125055,84,597588,398.58,44.43479037284851,"[35, 30, 10000, 6, 0.5]",0.9515151515151514
