threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,-0.07878787878787878,10.053918552398681,0
8,50,10,True,0.8181818181818182,10.055203247070313,0
2,45,40,True,0.6363636363636362,40.10649447441101,1
8,35,10,False,0.5757575757575757,10.056989979743957,1
4,35,50,True,0.6727272727272726,50.116604471206664,1
8,50,50,False,0.6969696969696969,50.12696352005005,1
8,35,25,True,0.35757575757575755,25.090790367126466,2
2,40,15,True,0.2121212121212121,15.065882039070129,2
8,35,50,True,0.41818181818181815,50.11912875175476,2
8,25,55,True,0.4666666666666666,55.11368932723999,2
