fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,Off,On,0.07025384902954102,38.168895959854126,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,0.07277655601501465,38.17160940170288,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,0.07617974281311035,38.25396013259888,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,0.07640576362609863,38.43722176551819,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,Off,On,On,On,On,Off,On,0.07642483711242676,38.23308205604553,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,On,0.07835841178894043,38.26534104347229,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,On,Off,Off,0.07885885238647461,38.38321566581726,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,Off,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,On,Off,0.0790550708770752,38.21234726905823,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,On,On,Off,0.08007311820983887,38.13176202774048,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,0.08075284957885742,38.194175720214844,"[10, 50, 6, 4, 50]",1
Off,On,Off,On,On,On,Off,Off,Off,On,On,Off,On,On,Off,Off,Off,On,On,On,0.08083486557006836,38.23264479637146,"[10, 50, 6, 4, 50]",1
On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,On,0.08094382286071777,38.25437664985657,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,Off,Off,Off,Off,Off,On,On,On,Off,On,On,On,On,Off,On,0.08101201057434082,38.30293679237366,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,On,Off,Off,0.08111214637756348,38.21904468536377,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,0.08124589920043945,38.15293550491333,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,On,0.0818939208984375,38.386420488357544,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,On,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,On,On,Off,0.08220672607421875,38.25542664527893,"[10, 50, 6, 4, 50]",1
On,Off,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,On,On,On,On,Off,On,0.08222174644470215,38.35099148750305,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,0.08262300491333008,38.26329469680786,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,Off,On,0.0827028751373291,38.20188045501709,"[10, 50, 6, 4, 50]",1
