fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,0.07640576362609863,38.43722176551819,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,Off,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,On,Off,0.0790550708770752,38.21234726905823,"[10, 50, 6, 4, 50]",1
On,On,On,On,Off,On,On,On,On,On,On,On,Off,On,On,On,Off,Off,On,On,0.08377790451049805,38.218918323516846,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,On,On,On,Off,Off,On,On,Off,Off,On,On,On,Off,Off,0.08413267135620117,40.19603419303894,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,On,On,On,Off,On,On,0.08583331108093262,38.42489576339722,"[10, 50, 6, 4, 50]",1
Off,On,Off,Off,Off,Off,On,On,Off,Off,On,On,Off,Off,On,Off,Off,On,Off,Off,0.08892965316772461,38.23988699913025,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,0.08902955055236816,38.11894989013672,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,Off,Off,0.08986711502075195,38.2039270401001,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,0.08987712860107422,38.15650534629822,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,0.09320402145385742,38.28263545036316,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,On,On,On,On,On,On,On,On,Off,Off,On,Off,Off,On,On,0.0952305793762207,38.29846906661987,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,On,Off,On,0.09570813179016113,38.23325037956238,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,On,On,Off,On,On,On,0.09579777717590332,38.32675647735596,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,Off,On,On,Off,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,0.09591817855834961,38.30846118927002,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,On,On,Off,Off,0.0973043441772461,38.24365782737732,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,Off,On,On,0.0983121395111084,38.79746413230896,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,On,On,Off,On,On,On,On,Off,Off,Off,On,On,Off,On,Off,0.09857583045959473,38.30025839805603,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,Off,Off,Off,On,On,On,Off,On,On,On,Off,On,Off,Off,On,On,0.09930539131164551,38.14797806739807,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,On,Off,On,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,On,0.10204315185546875,38.256675481796265,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,On,Off,On,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,0.10238051414489746,38.210265159606934,"[10, 50, 6, 4, 50]",1
