time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.9361745372672995,45.13460531234741,0
45,45,30000,6,0.5,0.8206724839680872,72.59281783103943,1
40,30,50000,10,0.5,0.8449887057152897,86.17089562416076,1
30,45,45000,10,0.5,0.8510677611520904,87.19321768283844,1
50,30,10000,6,0.5,0.7294866524160775,59.92735381126404,1
40,25,40000,4,0.5,0.7173285415424762,56.8959977388382,1
55,30,45000,6,0.5,0.7659609850368815,83.87294533252717,2
50,35,40000,10,0.5,0.8389096502784892,90.29900863170624,2
50,20,35000,4,0.5,0.705170430668875,63.21951377391815,2
50,35,20000,6,0.5,0.6200636545536659,66.29199097156524,3
