innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
855,623255498,21248,141243501,30265057,48851400,87153,77350722,1,80,15272978165,15568,866458436,88,97483791,noblob,5152,119879241,64,683110,231.32,249.8682506084442,"[180, 50, 100000, 4, 0.5]",63.99339771270752,180.26293110847473,1.8625333309173584
77,688400806,39257,868008180,100152103,258676094,7850,431799697,1,4,15067739739,734,2677909226,16,92793335,noblob,9862,79947811,26,177892,235.71,248.6407492160797,"[180, 50, 100000, 4, 0.5]",63.37801122665405,180.11511182785034,2.0439047813415527
761,227881457,13954,234849613,108266364,114998392,78371,121451334,2,16,11357061126,13571,2000466632,1,28605373,noblob,8663,123790598,16,409130,264.02,243.716322183609,"[180, 50, 100000, 4, 0.5]",59.153796911239624,180.08779120445251,1.3804244995117188
518,30669535,35214,403522295,79500705,673562921,121192,1051024157,0,46,14210312928,6135,4160872464,54,253775,full,5454,106904992,96,828551,264.08,253.76924681663513,"[180, 50, 100000, 4, 0.5]",68.97695660591125,180.14152479171753,1.5568649768829346
286,512545475,11656,1067353116,42224015,806448430,99142,920520014,0,39,13326052713,11601,2544997218,68,14290054,full,7355,22612025,42,359036,272.87,248.8715786933899,"[180, 50, 100000, 4, 0.5]",64.17777633666992,180.12929892539978,1.4637675285339355
124,205048051,28370,846426790,2377191,418492866,43868,598770563,0,63,13649201038,27229,695265362,119,59990163,minimal,3040,39617545,87,214474,261.65,249.99478888511658,"[180, 50, 100000, 4, 0.5]",65.67473196983337,180.09795451164246,1.119201898574829
366,992757847,27568,518624246,80534785,923526227,19710,405411331,2,24,12384616947,24673,3583670082,51,119160106,minimal,2035,45527497,59,67823,256.3,252.42787265777588,"[180, 50, 100000, 4, 0.5]",67.74687933921814,180.12442255020142,1.4681568145751953
641,773524214,19182,662296137,17813503,1012814247,106682,268157460,0,51,11787481417,3405,1525368568,103,125982351,minimal,6455,65447936,73,997158,264.37,249.98789048194885,"[180, 50, 100000, 4, 0.5]",65.23994159698486,180.13029432296753,1.5106170177459717
955,328129056,570,586573385,134033800,630511978,27439,712736649,1,95,10604856534,22201,3273527510,33,73321684,noblob,684,84924037,35,538098,330.46,247.02822518348694,"[180, 50, 100000, 4, 0.5]",61.90132737159729,180.1512200832367,1.8856477737426758
470,905972327,4499,77266109,59473801,503552443,54138,794524246,2,74,12881189129,20259,333138162,95,51460654,full,3288,9372390,8,703976,283.08,243.806658744812,"[180, 50, 100000, 4, 0.5]",59.34919095039368,180.09512948989868,1.269801378250122
855,623255498,21248,141243501,30265057,48851400,87153,77350722,1,80,15272978165,15568,866458436,88,97483791,noblob,5152,119879241,64,683110,242.89,72.49741864204407,"[45, 45, 30000, 6, 0.5]",23.16553258895874,45.25019931793213,0.9881117343902588
77,688400806,39257,868008180,100152103,258676094,7850,431799697,1,4,15067739739,734,2677909226,16,92793335,noblob,9862,79947811,26,177892,269.16,73.67537927627563,"[45, 45, 30000, 6, 0.5]",24.11323118209839,45.3408145904541,1.1239838600158691
761,227881457,13954,234849613,108266364,114998392,78371,121451334,2,16,11357061126,13571,2000466632,1,28605373,noblob,8663,123790598,16,409130,296.51,71.88699173927307,"[45, 45, 30000, 6, 0.5]",22.561246156692505,45.283464431762695,0.9261431694030762
518,30669535,35214,403522295,79500705,673562921,121192,1051024157,0,46,14210312928,6135,4160872464,54,253775,full,5454,106904992,96,828551,284.88,73.04824304580688,"[45, 45, 30000, 6, 0.5]",23.794941425323486,45.32251048088074,0.8363785743713379
286,512545475,11656,1067353116,42224015,806448430,99142,920520014,0,39,13326052713,11601,2544997218,68,14290054,full,7355,22612025,42,359036,292.84,71.25760841369629,"[45, 45, 30000, 6, 0.5]",22.159425258636475,45.292784690856934,0.6959552764892578
124,205048051,28370,846426790,2377191,418492866,43868,598770563,0,63,13649201038,27229,695265362,119,59990163,minimal,3040,39617545,87,214474,296.61,82.18789958953857,"[45, 45, 30000, 6, 0.5]",33.06663632392883,45.31884288787842,0.6974425315856934
366,992757847,27568,518624246,80534785,923526227,19710,405411331,2,24,12384616947,24673,3583670082,51,119160106,minimal,2035,45527497,59,67823,287.96,74.16165494918823,"[45, 45, 30000, 6, 0.5]",25.09575390815735,45.25689935684204,0.7129700183868408
641,773524214,19182,662296137,17813503,1012814247,106682,268157460,0,51,11787481417,3405,1525368568,103,125982351,minimal,6455,65447936,73,997158,294.66,71.94463562965393,"[45, 45, 30000, 6, 0.5]",22.72772192955017,45.276031494140625,0.8428151607513428
955,328129056,570,586573385,134033800,630511978,27439,712736649,1,95,10604856534,22201,3273527510,33,73321684,noblob,684,84924037,35,538098,298.72,71.08469223976135,"[45, 45, 30000, 6, 0.5]",21.648887395858765,45.25721454620361,1.0787644386291504
470,905972327,4499,77266109,59473801,503552443,54138,794524246,2,74,12881189129,20259,333138162,95,51460654,full,3288,9372390,8,703976,292.04,70.35595083236694,"[45, 45, 30000, 6, 0.5]",21.13079309463501,45.28427791595459,0.8522562980651855
855,623255498,21248,141243501,30265057,48851400,87153,77350722,1,80,15272978165,15568,866458436,88,97483791,noblob,5152,119879241,64,683110,224.74,87.7658224105835,"[40, 30, 50000, 10, 0.5]",43.43395662307739,40.543290853500366,0.6939358711242676
77,688400806,39257,868008180,100152103,258676094,7850,431799697,1,4,15067739739,734,2677909226,16,92793335,noblob,9862,79947811,26,177892,231.65,81.50597310066223,"[40, 30, 50000, 10, 0.5]",37.040255308151245,40.397053480148315,0.9746043682098389
761,227881457,13954,234849613,108266364,114998392,78371,121451334,2,16,11357061126,13571,2000466632,1,28605373,noblob,8663,123790598,16,409130,243.7,86.6129732131958,"[40, 30, 50000, 10, 0.5]",42.239911794662476,40.50989317893982,0.7620053291320801
518,30669535,35214,403522295,79500705,673562921,121192,1051024157,0,46,14210312928,6135,4160872464,54,253775,full,5454,106904992,96,828551,273.8,90.49442338943481,"[40, 30, 50000, 10, 0.5]",46.009339570999146,40.59528160095215,0.8032879829406738
