threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,60,True,0.9878787878787878,60.10237782001495,0
8,50,40,True,0.7939393939393938,44.22463457584381,0
8,35,10,True,0.7696969696969697,10.074051260948181,0
8,40,45,False,0.9393939393939393,45.11304557323456,0
8,30,50,True,0.9878787878787878,50.10747053623199,0
8,35,55,True,0.9878787878787878,55.1018562078476,0
8,35,15,True,0.709090909090909,15.082235312461853,1
8,25,55,True,0.9636363636363635,55.11031005382538,1
8,15,45,True,0.7575757575757575,45.06651132106781,1
8,35,35,True,0.7333333333333332,35.097883915901186,1
