inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,25,1,4,25,0.41818181818181815,2.811865758895874,0
90,5,1,3,15,0.49090909090909085,2.9240123510360716,0
80,20,3,1,5,0.4545454545454545,2.876285219192505,0
90,15,3,1,5,0.41818181818181815,2.799425792694092,0
50,25,1,4,25,0.2121212121212121,2.7447460651397706,0
50,10,2,3,20,0.4666666666666666,3.2421178579330445,1
70,15,3,1,15,0.32121212121212117,2.8569793701171875,1
50,5,1,3,15,0.406060606060606,2.9020562887191774,1
90,25,1,4,25,0.309090909090909,2.803086447715759,1
70,25,1,3,20,-0.06666666666666665,2.7647234916687013,1
