time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
45,20,30000,4,0.5,0.9393939393939393,56.88326802253723,0
30,45,35000,4,0.6,0.9393939393939393,56.31511240005493,0
30,20,10000,4,0.9,-0.43030303030303024,37.177753520011905,0
30,20,40000,4,0.5,0.8303030303030302,45.089095616340636,0
30,20,20000,10,0.6,0.8909090909090909,46.278020691871646,0
30,20,20000,10,0.5,0.6727272727272726,45.56779057979584,1
50,20,35000,10,0.5,0.9151515151515152,76.40679647922516,1
40,35,20000,4,0.5,0.8303030303030302,53.34233732223511,1
40,30,10000,6,0.5,0.7575757575757575,49.799348974227904,1
50,20,35000,4,0.5,0.8909090909090909,63.16170525550842,1
