threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,20,True,0.9636363636363635,20.093762493133546,0
8,50,40,True,0.9757575757575757,40.12201716899872,0
8,40,55,True,0.9999999999999999,55.1312029838562,0
8,35,10,True,0.6606060606060605,10.082399702072143,0
8,40,25,True,0.9636363636363635,25.09846363067627,0
4,30,20,True,0.9515151515151514,20.08092975616455,0
8,30,45,True,0.9757575757575757,45.110063099861144,0
8,40,45,True,0.9878787878787878,45.128144931793216,0
8,35,10,False,0.6969696969696969,10.090722584724427,0
8,50,20,True,0.9515151515151514,20.095181155204774,1
