time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.8060606060606059,53.90553903579712,0
30,20,20000,10,0.5,0.4787878787878787,40.57298827171326,0
50,20,35000,4,0.5,0.6,60.91009473800659,1
55,30,45000,6,0.5,0.7333333333333332,76.34634742736816,1
50,30,10000,6,0.5,0.406060606060606,58.1510803937912,1
45,45,30000,6,0.5,0.5030303030303029,65.80488350391389,2
50,35,20000,6,0.5,0.4545454545454545,62.819393730163576,2
40,30,50000,10,0.5,0.49090909090909085,68.46940879821777,3
30,45,45000,10,0.5,0.2727272727272727,67.5344953775406,3
50,35,40000,10,0.5,0.10303030303030303,76.52857806682587,4
