fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,On,On,On,Off,Off,Off,On,On,On,On,Off,On,On,On,On,On,On,Off,Off,0.07359576225280762,38.08654808998108,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,On,On,Off,On,On,On,Off,Off,On,Off,On,Off,On,Off,On,0.07482457160949707,38.13148212432861,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,On,0.07686758041381836,38.35664343833923,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,On,On,Off,On,Off,Off,0.07721281051635742,38.33640742301941,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,Off,On,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,0.07761049270629883,38.19325399398804,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,Off,On,Off,On,Off,On,On,On,Off,Off,On,On,On,Off,Off,0.07783389091491699,38.21096873283386,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,Off,On,Off,On,Off,On,On,On,On,Off,Off,On,On,Off,Off,0.07786202430725098,38.189502000808716,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,Off,On,Off,On,Off,On,On,On,On,Off,On,On,Off,Off,On,0.08027243614196777,38.20975470542908,"[10, 50, 6, 4, 50]",1
On,On,On,On,Off,On,Off,On,On,On,On,Off,On,On,On,On,Off,Off,Off,On,0.08115696907043457,38.14526009559631,"[10, 50, 6, 4, 50]",1
On,Off,On,On,On,On,On,On,Off,Off,On,Off,Off,On,On,On,On,Off,Off,On,0.08234739303588867,38.77084541320801,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,On,0.08475804328918457,38.265286922454834,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,On,Off,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,0.08523178100585938,38.67270851135254,"[10, 50, 6, 4, 50]",1
On,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,On,On,On,On,Off,On,0.08532071113586426,38.245524406433105,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,Off,On,Off,On,On,On,Off,On,On,Off,On,Off,On,Off,Off,0.08555126190185547,38.2433123588562,"[10, 50, 6, 4, 50]",1
Off,Off,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,On,On,0.08571672439575195,38.461055755615234,"[10, 50, 6, 4, 50]",1
Off,On,On,On,Off,Off,Off,Off,On,On,Off,Off,On,On,On,Off,Off,On,Off,Off,0.08609771728515625,38.40787696838379,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,On,On,Off,On,Off,Off,0.08675456047058105,38.25662088394165,"[10, 50, 6, 4, 50]",1
On,Off,On,On,On,On,On,On,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,0.08738899230957031,38.23484992980957,"[10, 50, 6, 4, 50]",1
Off,On,On,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,On,On,Off,On,Off,Off,0.08777570724487305,38.17561674118042,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,On,On,On,On,On,Off,Off,On,0.08785486221313477,38.23437690734863,"[10, 50, 6, 4, 50]",1
