time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.5393939393939393,56.84333190917969,0
30,20,20000,10,0.5,0.09090909090909088,45.16738848686218,0
50,30,10000,6,0.5,0.28484848484848485,59.93041725158692,1
50,20,35000,4,0.5,0.3939393939393939,62.8995777130127,1
55,30,45000,6,0.5,0.5151515151515151,84.16024575233459,1
50,35,20000,6,0.5,0.4787878787878787,66.35176627635956,1
45,45,30000,6,0.5,0.43030303030303024,72.60146844387054,2
50,35,40000,10,0.5,0.4545454545454545,93.56967825889588,2
40,30,50000,10,0.5,0.29696969696969694,85.49416055679322,3
30,45,45000,10,0.5,0.2727272727272727,86.25113246440887,4
