time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
35,30,50000,4,0.5,0.8060606060606059,69.97550230026245,0
40,30,15000,4,0.5,0.5515151515151515,50.21232237815857,0
40,35,10000,4,0.7,0.5272727272727272,49.186566948890686,0
30,30,15000,4,0.5,0.49090909090909085,40.27332632541656,0
45,45,25000,10,0.5,0.7333333333333332,86.13993639945984,1
35,25,50000,10,0.7,0.6242424242424242,73.68871018886566,1
30,30,25000,10,0.7,0.5393939393939393,54.269462847709654,1
30,25,15000,8,0.5,0.28484848484848485,44.6333907365799,1
35,35,10000,10,0.7,0.4666666666666666,48.67986226081848,1
40,25,15000,4,0.5,0.43030303030303024,49.116040325164796,2
