time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.28484848484848485,44.6333907365799,0
30,30,25000,10,0.5,0.5151515151515151,56.07482669353485,0
35,35,10000,10,0.7,0.4666666666666666,48.67986226081848,0
35,30,50000,4,0.5,0.8060606060606059,69.97550230026245,0
30,30,15000,8,0.5,0.43030303030303024,55.79061412811279,1
40,25,15000,4,0.5,0.43030303030303024,49.116040325164796,1
45,45,25000,10,0.5,0.7333333333333332,86.13993639945984,1
35,35,25000,4,0.5,0.43030303030303024,72.99927535057068,1
35,25,50000,10,0.7,0.6242424242424242,73.68871018886566,1
35,30,25000,10,0.5,0.309090909090909,59.132080268859866,2
