inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,35,1,3,5,0.32121212121212117,2.840503454208374,0
80,15,1,2,10,0.5272727272727272,2.8483574390411377,0
70,10,1,1,15,0.13939393939393938,2.8718777656555177,1
70,10,2,2,15,-0.11515151515151514,2.9532113790512087,2
80,20,2,3,10,-0.28484848484848485,2.9012033700942994,2
80,15,2,1,20,-0.7333333333333332,2.8841139554977415,2
50,35,2,2,35,-0.04242424242424241,3.0336352825164794,2
50,25,2,4,5,-0.406060606060606,2.9897873878479,3
70,15,1,4,20,-0.2606060606060606,3.0879483938217165,3
80,15,3,4,10,-0.12727272727272726,3.3289288520812987,3
