maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
10,781,55539,8492,78864,261,478,false,34152,false,189316,38871,30246,false,60282,365,24488,434,29677,8,2932.57,180.11712551116943,"[8, 50, 180, True]",1
10,781,12603,30916,78864,399,488,false,34152,true,327006,1521,58261,false,23641,26196,51514,932,29677,8,2921.72,180.10535740852356,"[8, 50, 180, True]",1
10,781,16247,23121,83680,399,195,false,48368,true,189316,10004,58261,false,54205,61751,54396,796,29677,6,2921.64,180.07945919036865,"[8, 50, 180, True]",1
10,781,16247,8492,78864,261,195,false,34152,true,189316,32504,30246,false,23641,365,54396,434,29677,8,2917.59,180.12635445594788,"[8, 50, 180, True]",1
10,781,40438,8492,71287,143,478,false,34152,false,189316,57599,30246,true,35085,61751,24488,434,369748,6,2905.45,180.09299540519714,"[8, 50, 180, True]",1
10,781,16247,8492,78864,261,195,false,34152,true,189316,32504,30246,false,23641,365,54396,434,29677,8,2904.71,180.08264803886414,"[8, 50, 180, True]",1
10,781,40438,8492,71287,261,478,false,48368,false,189316,38871,75132,true,60282,55735,24488,434,29677,8,2899.39,180.1025185585022,"[8, 50, 180, True]",1
10,781,16247,23121,83680,399,195,false,48368,true,189316,10004,58261,false,54205,61751,54396,796,29677,6,2893.76,180.10667991638184,"[8, 50, 180, True]",1
10,781,40438,8492,71287,143,478,false,34152,false,189316,57599,30246,true,30605,61751,24488,434,369748,6,2893.49,180.1202130317688,"[8, 50, 180, True]",1
10,781,16247,23121,78864,288,195,false,31932,false,12181,1521,58261,false,23641,365,24488,796,147715,6,2891.52,180.12244367599487,"[8, 50, 180, True]",1
10,781,40438,8492,78864,261,195,false,34152,true,189316,34764,30246,false,35085,61751,54396,434,369748,6,2889.33,180.1225769519806,"[8, 50, 180, True]",1
10,781,16247,23121,78864,261,195,false,34152,true,189316,34764,30246,false,23641,365,54396,434,29677,8,2889.13,180.07742524147034,"[8, 50, 180, True]",1
10,781,40438,8492,71287,143,195,false,34152,true,189316,10004,75132,true,35085,55735,24488,932,147715,6,2888.95,180.11506867408752,"[8, 50, 180, True]",1
10,741,40438,30916,71287,143,292,false,26045,true,189316,10004,30246,true,35085,61751,24488,796,29677,6,2888.33,180.09624910354614,"[8, 50, 180, True]",1
10,447,40438,34178,71287,143,195,false,48368,false,344968,10004,75132,true,35085,55735,24488,932,147715,6,2888.0,180.07489156723022,"[8, 50, 180, True]",1
10,781,40438,8492,78864,261,195,false,34152,true,189316,34764,30246,false,35085,61751,54396,434,369748,6,2883.12,180.0850956439972,"[8, 50, 180, True]",1
10,781,16247,23121,83680,261,195,false,48368,false,189316,42954,58261,false,54205,28865,58847,932,369748,6,2877.57,180.094890832901,"[8, 50, 180, True]",1
10,781,40438,8492,78864,261,478,false,34152,false,189316,38871,75132,false,35085,55735,24488,434,29677,8,2869.45,180.09583687782288,"[8, 50, 180, True]",1
10,781,40438,23121,71287,288,478,false,31932,false,12181,57599,30246,true,35085,61751,24488,434,147715,6,2863.52,180.06945943832397,"[8, 50, 180, True]",1
10154,54,36090,18656,11875,72,188,true,51462,false,405179,34090,45010,false,18138,42929,10449,383,439137,9,2854.61,180.11217308044434,"[8, 50, 180, True]",1
