inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,35,2,3,5,0.29696969696969694,2.704953837394714,0
60,35,1,2,25,0.43030303030303024,2.9272021770477297,0
80,25,1,3,25,0.2121212121212121,2.660783386230469,0
80,25,1,3,10,0.12727272727272726,2.635633635520935,0
80,20,2,1,25,0.2727272727272727,2.7745453357696532,1
90,25,1,3,10,-0.6484848484848483,2.672380232810974,1
60,35,1,1,10,-0.09090909090909088,2.7453449249267576,1
80,20,3,1,25,-0.4424242424242424,2.7627132892608643,2
70,25,3,2,35,0.2606060606060606,3.250179171562195,2
70,10,2,3,25,0.2606060606060606,3.0223432064056395,2
