inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,35,2,3,5,0.29696969696969694,2.704953837394714,0
90,25,1,3,10,-0.6484848484848483,2.672380232810974,0
60,35,1,2,25,0.43030303030303024,2.9272021770477297,0
80,20,2,1,25,0.2727272727272727,2.7745453357696532,1
70,25,3,2,35,0.2606060606060606,3.250179171562195,2
80,20,1,4,15,-0.05454545454545454,2.8079762697219848,2
80,35,3,1,25,-0.2121212121212121,2.7943700551986694,2
50,35,2,3,35,0.01818181818181818,4.034123086929322,3
60,10,2,3,25,-0.06666666666666665,3.0107506990432737,3
70,20,1,4,20,-0.8787878787878788,3.0413140296936034,4
