ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
Off,Off,On,Off,Off,On,On,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,0.09557175636291504,2.7739956378936768,"[50, 35, 1, 1, 15]",0.709090909090909
Off,On,Off,Off,On,On,On,On,Off,On,On,On,Off,On,On,On,On,Off,On,On,0.07927584648132324,2.6800942420959473,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,Off,On,On,On,On,On,On,Off,On,On,On,Off,Off,Off,On,Off,Off,0.09659385681152344,2.6427550315856934,"[50, 35, 1, 1, 15]",0.709090909090909
Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,Off,On,Off,Off,On,Off,Off,Off,0.06692695617675781,2.685438871383667,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,Off,0.08629584312438965,2.716733455657959,"[50, 35, 1, 1, 15]",0.709090909090909
On,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,0.08475303649902344,2.732452630996704,"[50, 35, 1, 1, 15]",0.709090909090909
Off,On,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,0.0786135196685791,2.690206527709961,"[50, 35, 1, 1, 15]",0.709090909090909
Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,On,Off,Off,0.07628607749938965,2.6619505882263184,"[50, 35, 1, 1, 15]",0.709090909090909
On,On,Off,On,On,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,0.07829713821411133,2.6500186920166016,"[50, 35, 1, 1, 15]",0.709090909090909
On,On,On,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,Off,On,Off,Off,0.09802079200744629,2.6843817234039307,"[50, 35, 1, 1, 15]",0.709090909090909
Off,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,On,Off,On,Off,On,On,0.08645844459533691,2.6741440296173096,"[50, 35, 1, 1, 15]",0.709090909090909
On,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,On,On,On,On,On,On,On,0.08289337158203125,2.708254098892212,"[50, 35, 1, 1, 15]",0.709090909090909
Off,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,Off,Off,On,0.08643698692321777,2.725632667541504,"[50, 35, 1, 1, 15]",0.709090909090909
On,On,On,Off,Off,Off,On,Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,Off,0.08264994621276855,2.765085220336914,"[50, 35, 1, 1, 15]",0.709090909090909
Off,On,Off,Off,On,Off,Off,On,On,On,On,On,Off,Off,Off,On,On,Off,Off,On,0.08844685554504395,2.7388365268707275,"[50, 35, 1, 1, 15]",0.709090909090909
Off,Off,Off,Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,On,On,0.08835220336914062,2.65210223197937,"[50, 35, 1, 1, 15]",0.709090909090909
