innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
545,529734804,14626,893378853,116483232,332051210,106176,697263595,0,21,14963589447,25041,1175074829,45,48142593,full,2424,37162851,43,954179,266.1,246.03182125091553,"[180, 50, 100000, 4, 0.5]",60.84227275848389,180.10213971138,1.328141689300537
849,149828957,1418,539182984,17342651,68803853,38437,107195491,2,47,11906364473,5842,2578769264,61,121193475,minimal,4425,124784513,58,191144,303.78,245.22754096984863,"[180, 50, 100000, 4, 0.5]",60.980053424835205,180.13088941574097,1.0190517902374268
471,656552529,29577,483543436,77979648,647508707,87025,405504464,1,51,14523932677,19365,324248579,93,66040026,noblob,6346,70128398,88,267505,228.16,253.9034914970398,"[180, 50, 100000, 4, 0.5]",68.73585557937622,180.09862542152405,1.9623117446899414
240,784234687,35752,372479808,48547579,979638962,20742,251812072,0,66,11513738881,9651,2537383232,126,6489157,full,1634,5178091,68,757598,256.36,254.91222405433655,"[180, 50, 100000, 4, 0.5]",70.20883631706238,180.14086747169495,1.4644553661346436
101,592253907,17837,53435666,28591748,957186585,64053,585364837,2,38,15177355820,27102,4132360403,105,101261244,minimal,8594,21962372,76,560204,258.78,246.0395803451538,"[180, 50, 100000, 4, 0.5]",61.322938203811646,180.21094465255737,1.404489517211914
17,386273945,22028,1011428340,129335554,294288975,74724,1055570394,2,19,12647248696,8686,2006914920,90,25610033,full,3759,99119148,39,630298,251.29,248.4365599155426,"[180, 50, 100000, 4, 0.5]",63.53294515609741,180.18076014518738,1.6294946670532227
649,906261650,8969,114391968,81463014,163987843,50570,765640588,1,5,13624297428,2678,3827931420,69,118627113,noblob,10038,59574871,9,807218,240.14,245.80869340896606,"[180, 50, 100000, 4, 0.5]",60.68097639083862,180.1203920841217,1.9060537815093994
715,1067820354,7540,701267785,66339264,521846101,97229,942352469,0,92,10714736588,12060,514022069,17,83306204,noblob,5407,89612050,13,25627,268.31,246.3886239528656,"[180, 50, 100000, 4, 0.5]",61.925596714019775,180.09674644470215,1.2719225883483887
958,250572969,26753,858825679,6722900,823249798,130415,499417194,2,84,13019858829,23699,3076552604,27,35545900,minimal,418,48626259,30,312566,254.63,256.3671362400055,"[180, 50, 100000, 4, 0.5]",71.98851752281189,180.1257426738739,1.1598877906799316
367,76257730,38055,220435111,102223783,543287604,3768,108165424,1,76,11200152438,16678,1428777704,4,77032899,minimal,7543,113006976,95,419430,178.02,262.0079629421234,"[180, 50, 100000, 4, 0.5]",76.3888258934021,180.22036600112915,2.313584566116333
545,529734804,14626,893378853,116483232,332051210,106176,697263595,0,21,14963589447,25041,1175074829,45,48142593,full,2424,37162851,43,954179,275.13,81.49190139770508,"[45, 45, 30000, 6, 0.5]",32.254597425460815,45.25149631500244,0.8783822059631348
849,149828957,1418,539182984,17342651,68803853,38437,107195491,2,47,11906364473,5842,2578769264,61,121193475,minimal,4425,124784513,58,191144,305.04,70.47791957855225,"[45, 45, 30000, 6, 0.5]",21.420106172561646,45.3452262878418,0.6176466941833496
471,656552529,29577,483543436,77979648,647508707,87025,405504464,1,51,14523932677,19365,324248579,93,66040026,noblob,6346,70128398,88,267505,271.68,72.48745393753052,"[45, 45, 30000, 6, 0.5]",23.062615633010864,45.21777868270874,1.1175413131713867
240,784234687,35752,372479808,48547579,979638962,20742,251812072,0,66,11513738881,9651,2537383232,126,6489157,full,1634,5178091,68,757598,294.16,75.72647213935852,"[45, 45, 30000, 6, 0.5]",26.491183519363403,45.366361141204834,0.7631824016571045
101,592253907,17837,53435666,28591748,957186585,64053,585364837,2,38,15177355820,27102,4132360403,105,101261244,minimal,8594,21962372,76,560204,290.67,77.98728394508362,"[45, 45, 30000, 6, 0.5]",28.92622137069702,45.315279483795166,0.6531565189361572
17,386273945,22028,1011428340,129335554,294288975,74724,1055570394,2,19,12647248696,8686,2006914920,90,25610033,full,3759,99119148,39,630298,291.36,72.45610451698303,"[45, 45, 30000, 6, 0.5]",23.13162136077881,45.34253644943237,0.8892736434936523
649,906261650,8969,114391968,81463014,163987843,50570,765640588,1,5,13624297428,2678,3827931420,69,118627113,noblob,10038,59574871,9,807218,274.23,74.496990442276,"[45, 45, 30000, 6, 0.5]",25.06824493408203,45.22345805168152,1.093703031539917
