threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,20,True,0.9393939393939393,20.084747409820558,0
8,50,40,True,0.9636363636363635,40.13013341426849,0
8,40,55,True,0.9878787878787878,55.13194179534912,0
8,35,10,True,0.8666666666666665,10.071031093597412,0
8,25,55,True,0.9636363636363635,55.1047979593277,0
6,25,55,False,0.9757575757575757,55.11643781661987,0
8,45,55,True,0.9878787878787878,55.1311448097229,0
8,30,55,True,0.9757575757575757,55.108902835845946,0
8,35,50,True,0.9636363636363635,50.122073674201964,0
8,40,20,True,0.9515151515151514,20.107979774475098,0
