ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,On,Off,On,On,Off,Off,On,On,On,On,Off,On,On,Off,On,Off,On,On,0.08009028434753418,5.61681342124939,1252968,35.0438289642334,2152160,10605,43.469884395599365,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,Off,0.09618997573852539,5.5008862018585205,1252968,34.813515424728394,2152160,10605,42.981398582458496,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,0.10094308853149414,5.497929573059082,1251544,34.82058811187744,2152160,10605,43.12512469291687,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,0.09081578254699707,5.49389123916626,1255640,34.91692662239075,2152160,10605,43.02842307090759,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,On,On,Off,On,0.08706974983215332,5.532755374908447,1251544,34.825979709625244,2152160,10605,43.03101587295532,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,0.09076261520385742,5.546309232711792,1255640,34.804367542266846,2152160,10605,43.09440207481384,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,On,Off,On,On,Off,Off,On,On,On,On,On,Off,Off,Off,0.08374619483947754,5.493175983428955,1248872,34.726243019104004,2152160,10605,42.90499472618103,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,On,On,On,0.09354209899902344,5.56039571762085,1252968,34.66897892951965,2152160,10605,42.81052231788635,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,On,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,Off,0.0906674861907959,5.544522285461426,1248872,34.77767276763916,2152160,10605,42.870604515075684,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,On,On,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,0.09351563453674316,5.491857528686523,1248872,34.69372200965881,2152160,10605,42.734684228897095,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,Off,On,On,On,On,Off,On,On,Off,On,Off,On,On,0.07314610481262207,0.1839160919189453,31696,0.10931086540222168,6647,52,2.844223737716675,"[60, 25, 1, 2, 35]"
Off,On,Off,On,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,Off,0.07792186737060547,0.19593596458435059,31696,0.09795355796813965,6647,52,2.804969549179077,"[60, 25, 1, 2, 35]"
Off,On,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,0.0912783145904541,0.16176724433898926,26160,0.0991508960723877,6647,52,2.8632025718688965,"[60, 25, 1, 2, 35]"
Off,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,0.09699392318725586,0.15965604782104492,30256,0.07600140571594238,6647,52,2.85113263130188,"[60, 25, 1, 2, 35]"
Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,On,On,Off,On,0.07045197486877441,0.15491294860839844,26160,0.09104228019714355,6647,52,2.7920196056365967,"[60, 25, 1, 2, 35]"
Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,0.09169316291809082,0.16846084594726562,30256,0.08862757682800293,6647,52,2.789876699447632,"[60, 25, 1, 2, 35]"
On,Off,On,Off,On,On,On,Off,On,On,Off,Off,On,On,On,On,On,Off,Off,Off,0.09937286376953125,0.154388427734375,27600,0.07705020904541016,6647,52,2.863199234008789,"[60, 25, 1, 2, 35]"
On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,On,On,On,0.0865485668182373,0.18262362480163574,31696,0.08242559432983398,6647,52,2.7724814414978027,"[60, 25, 1, 2, 35]"
On,Off,On,On,Off,On,On,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,Off,0.09168362617492676,0.18459367752075195,27600,0.08850884437561035,6647,52,2.896568536758423,"[60, 25, 1, 2, 35]"
On,Off,On,On,Off,On,On,On,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,0.09420394897460938,0.17017507553100586,27600,0.08377599716186523,6647,52,2.9017186164855957,"[60, 25, 1, 2, 35]"
