inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,35,1,3,15,0.0303030303030303,2.946454906463623,0
80,10,2,3,20,0.5393939393939393,3.2718043088912965,0
50,35,3,1,5,0.0303030303030303,2.8153184413909913,0
90,25,1,1,5,-0.7212121212121211,2.8119141101837157,0
50,35,1,2,35,0.4424242424242424,3.372679924964905,1
60,25,1,2,35,0.006060606060606061,2.8379392623901367,1
80,15,3,4,10,0.10303030303030303,3.4349335193634034,2
70,15,1,2,15,-0.19999999999999998,2.8602314710617067,2
70,20,1,2,10,-0.5393939393939393,2.9001832723617555,3
60,10,1,3,15,-1,73.5831668138504,4
