fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,0.07886481285095215,0.3951890468597412,140352,2.2349565029144287,356663,1676,5.798941373825073,"[10, 50, 6, 4, 5]"
Off,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,0.08832859992980957,0.2783222198486328,144520,2.0908052921295166,356663,1676,4.987101078033447,"[10, 50, 6, 4, 5]"
Off,On,On,On,Off,On,Off,Off,On,On,Off,On,On,Off,On,Off,On,On,On,Off,0.09517025947570801,0.27741217613220215,145520,2.086519718170166,356663,1676,5.0029456615448,"[10, 50, 6, 4, 5]"
On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,0.09870648384094238,0.29259157180786133,141496,2.119800090789795,356663,1676,5.002665996551514,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,On,0.09359383583068848,0.24610495567321777,141424,2.110288143157959,356663,1676,4.843594789505005,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,0.1000833511352539,0.27121591567993164,141424,2.0848631858825684,356663,1676,4.950993537902832,"[10, 50, 6, 4, 5]"
On,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,0.07328581809997559,0.2628602981567383,145520,2.0744199752807617,356663,1676,4.9858903884887695,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,0.0774388313293457,0.2858731746673584,141424,2.099581718444824,356663,1676,5.011485576629639,"[10, 50, 6, 4, 5]"
On,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,0.08039665222167969,0.7260420322418213,207208,4.144587993621826,828309,4503,7.417251348495483,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,On,0.09538722038269043,0.7556915283203125,207208,4.123169422149658,828309,4503,7.532510995864868,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,0.07778000831604004,0.6891036033630371,205976,4.126776933670044,828309,4503,7.341375112533569,"[10, 50, 6, 4, 10]"
Off,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,0.09301471710205078,0.7409076690673828,206008,4.12287974357605,828309,4503,7.514821290969849,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,0.08012938499450684,0.7291598320007324,241456,6.775562763214111,866233,4708,10.102788925170898,"[10, 50, 6, 4, 25]"
On,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,0.08108758926391602,0.7034835815429688,242608,6.782947778701782,866233,4708,10.048523902893066,"[10, 50, 6, 4, 25]"
On,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,On,On,On,On,Off,Off,Off,On,0.08806753158569336,1.4801664352416992,513704,34.14994549751282,2152160,10605,38.244797468185425,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,0.07800579071044922,0.7047557830810547,206008,4.153710842132568,828309,4503,7.368473052978516,"[10, 50, 6, 4, 10]"
Off,On,Off,Off,On,On,On,Off,On,Off,On,On,On,On,On,On,On,Off,Off,Off,0.08560609817504883,0.7562248706817627,207208,4.145018815994263,828309,4503,7.455765962600708,"[10, 50, 6, 4, 10]"
Off,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,0.08528876304626465,0.7699792385101318,207208,4.135044574737549,828309,4503,7.50523829460144,"[10, 50, 6, 4, 10]"
