fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,Off,On,Off,On,0.09032726287841797,1.6457428932189941,521896,34.26321363449097,2152160,10605,40.088597536087036,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,0.0986623764038086,1.5000996589660645,513704,34.065696001052856,2152160,10605,38.39739751815796,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,Off,On,On,On,Off,0.08933830261230469,1.4999072551727295,523384,34.31881022453308,2152160,10605,38.492358684539795,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,On,On,On,On,Off,Off,On,On,On,On,On,On,Off,On,0.09247350692749023,1.5089364051818848,515192,34.06243634223938,2152160,10605,38.263235330581665,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,0.09452080726623535,1.475656509399414,513704,34.1472430229187,2152160,10605,38.21015429496765,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,On,Off,On,On,Off,On,On,On,On,Off,On,Off,Off,Off,0.09651494026184082,1.5292878150939941,515000,34.16732907295227,2152160,10605,38.37821888923645,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,On,Off,On,On,On,0.08454394340515137,1.4789025783538818,522088,34.169323205947876,2152160,10605,38.28719997406006,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,On,On,Off,On,On,On,Off,Off,Off,Off,On,On,On,Off,0.09432721138000488,1.469163417816162,523384,34.160778522491455,2152160,10605,38.36719822883606,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,On,On,On,On,On,On,On,Off,On,Off,On,Off,On,On,0.08870291709899902,1.4543688297271729,523384,34.063658714294434,2152160,10605,38.15835165977478,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,0.09226441383361816,1.4914546012878418,513704,34.0557177066803,2152160,10605,38.203333139419556,"[10, 50, 6, 4, 50]"
