inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,20,2,2,15,0.5272727272727272,2.980554699897766,0
60,10,3,1,10,-0.4424242424242424,2.8047460556030273,0
90,15,2,1,20,0.18787878787878787,2.888993978500366,0
80,5,3,1,15,-0.24848484848484845,2.83263213634491,0
80,35,2,4,25,0.35757575757575755,3.6882752180099487,1
80,5,3,3,25,0.09090909090909088,3.340580463409424,1
80,35,1,1,25,0.05454545454545454,2.9040301561355593,1
60,5,1,1,35,-0.4545454545454545,2.868235945701599,1
50,35,3,1,35,-0.6606060606060605,3.0720911264419555,2
90,25,3,1,35,-1,73.47518959045411,3
