inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,10,1,2,10,0.23636363636363633,2.8501805543899534,0
60,5,1,2,10,0.2727272727272727,2.8662315607070923,0
90,35,3,4,15,0.34545454545454546,4.970542550086975,0
60,35,3,2,15,0.34545454545454546,2.9182794094085693,0
50,10,1,4,10,-0.17575757575757575,2.855835032463074,1
80,5,1,3,10,0.07878787878787878,2.859119248390198,1
60,10,1,1,35,0.28484848484848485,2.922951006889343,1
90,15,3,2,5,-0.28484848484848485,2.8811713218688966,2
50,5,1,3,25,0.13939393939393938,2.9276416540145873,2
70,35,2,1,35,0.24848484848484845,3.0561224460601806,2
