time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,30,10000,6,0.5,0.9272727272727272,57.94987018108368,0
40,25,40000,4,0.5,0.9272727272727272,53.82186770439148,0
30,20,20000,10,0.5,-0.23636363636363633,41.44401040077209,0
45,45,30000,6,0.5,0.8303030303030302,64.63081901073456,1
50,20,35000,4,0.5,0.5878787878787878,60.7521014213562,1
55,30,45000,6,0.5,0.9151515151515152,74.91620163917541,1
50,35,20000,6,0.5,0.6484848484848483,62.215339469909665,1
30,45,45000,10,0.5,0.4787878787878787,72.32639417648315,2
40,30,50000,10,0.5,0.34545454545454546,72.82393600940705,3
50,35,40000,10,0.5,-0.0303030303030303,78.64914662837982,4
