time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,30,10000,6,0.5,0.9272727272727272,57.94987018108368,0
40,25,40000,4,0.5,0.9272727272727272,53.82186770439148,0
30,45,40000,4,0.6,0.7818181818181817,51.988718724250795,0
30,30,10000,6,0.9,0.43030303030303024,38.01320040225983,0
40,25,15000,4,0.5,0.43030303030303024,47.99134657382965,0
55,30,45000,6,0.5,0.9151515151515152,74.91620163917541,1
45,45,30000,6,0.5,0.8303030303030302,64.63081901073456,1
45,25,20000,4,0.5,0.5393939393939393,53.986187148094174,1
30,20,20000,10,0.5,-0.23636363636363633,41.44401040077209,1
40,25,25000,4,0.5,0.23636363636363633,50.05740859508514,1
