inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,35,2,2,25,0.5030303030303029,3.0942940950393676,0
80,10,1,1,15,0.07878787878787878,2.819953465461731,0
50,25,1,2,5,0.35757575757575755,2.832457661628723,0
60,25,2,2,5,0.17575757575757575,2.820783495903015,0
60,10,2,2,20,0.28484848484848485,3.0387577056884765,1
50,35,2,2,5,0.10303030303030303,2.8688047409057615,1
60,10,3,1,15,0.006060606060606061,2.852803921699524,1
80,25,2,4,5,0.16363636363636364,2.920942950248718,1
60,5,3,3,10,-0.41818181818181815,2.8687962532043456,2
60,10,1,1,35,0.10303030303030303,2.936247444152832,2
