ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,0.09940671920776367,5.653981924057007,1252968,34.83239722251892,2152160,10605,44.33846926689148,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,On,0.10119438171386719,5.499898433685303,1255640,34.83360576629639,2152160,10605,42.94317555427551,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,0.0771799087524414,5.486120223999023,1252968,34.81777739524841,2152160,10605,42.927003145217896,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,On,0.10265564918518066,5.496442556381226,1248872,34.690263986587524,2152160,10605,42.8001549243927,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,0.09213900566101074,5.494359254837036,1248872,34.70896792411804,2152160,10605,42.77512574195862,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,On,On,On,Off,On,On,Off,On,Off,On,On,Off,Off,0.08225679397583008,5.469231367111206,1252968,34.82689356803894,2152160,10605,42.871028900146484,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,0.08403587341308594,5.536490440368652,1252968,34.832515478134155,2152160,10605,42.937352657318115,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,0.07346868515014648,5.520166873931885,1255640,34.79877996444702,2152160,10605,42.85775303840637,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,0.08507084846496582,5.501840353012085,1251544,34.72427272796631,2152160,10605,42.8228600025177,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,0.09560847282409668,5.541729211807251,1248872,34.82905292510986,2152160,10605,42.895195722579956,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,On,Off,Off,On,On,On,On,On,Off,On,On,Off,On,Off,On,0.08564329147338867,5.543506145477295,1248872,34.86500954627991,2152160,10605,43.053550720214844,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,Off,On,0.0919942855834961,5.475683212280273,1252968,34.70642876625061,2152160,10605,42.68500876426697,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,On,0.08699178695678711,5.50840163230896,1252968,34.79758286476135,2152160,10605,42.96475172042847,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,0.09131073951721191,5.514757394790649,1255640,34.6616849899292,2152160,10605,42.75311279296875,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,On,0.09843921661376953,5.511335372924805,1252968,34.833357095718384,2152160,10605,42.836557149887085,"[10, 50, 6, 4, 50]"
