fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,On,0.06927657127380371,1.638296127319336,521896,34.211400747299194,2152160,10605,39.90674138069153,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,Off,On,On,Off,0.09238529205322266,1.5251569747924805,513896,34.096898555755615,2152160,10605,38.34787082672119,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,On,0.08945679664611816,1.4760594367980957,515192,34.11251163482666,2152160,10605,38.10382652282715,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,On,Off,On,0.09507155418395996,1.4749484062194824,521896,34.13845729827881,2152160,10605,38.21925711631775,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,0.08027791976928711,1.4883179664611816,513704,34.073503255844116,2152160,10605,38.06885528564453,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,Off,On,On,On,Off,On,On,On,Off,Off,On,On,Off,On,On,0.08933758735656738,1.482741117477417,515192,34.08488965034485,2152160,10605,38.140100955963135,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,0.08223938941955566,1.5284035205841064,523384,34.16189193725586,2152160,10605,38.24397897720337,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,0.09674429893493652,1.535463809967041,515192,34.088786602020264,2152160,10605,38.20806694030762,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,Off,Off,On,On,Off,Off,On,On,On,On,Off,On,On,Off,0.08852267265319824,1.4392340183258057,521896,34.13649010658264,2152160,10605,38.149174213409424,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,On,Off,Off,On,On,Off,On,On,On,On,On,Off,Off,Off,0.08287882804870605,1.5432100296020508,523192,34.125460147857666,2152160,10605,38.202921628952026,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,On,0.08012533187866211,0.1759793758392334,33512,0.20702528953552246,49522,837,2.8603456020355225,"[70, 5, 1, 3, 25]"
Off,On,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,Off,On,On,Off,0.08925724029541016,0.16957330703735352,37608,0.16556000709533691,49522,837,2.9185149669647217,"[70, 5, 1, 3, 25]"
On,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,On,Off,Off,On,0.08916878700256348,0.196014404296875,38648,0.17846369743347168,49522,837,2.90753173828125,"[70, 5, 1, 3, 25]"
On,On,On,On,On,On,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,On,Off,On,0.09154200553894043,0.1725904941558838,33512,0.1868588924407959,49522,837,2.8952808380126953,"[70, 5, 1, 3, 25]"
On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,Off,0.07675528526306152,0.2000284194946289,37608,0.17382359504699707,49522,837,2.83773136138916,"[70, 5, 1, 3, 25]"
Off,Off,On,Off,On,Off,On,On,On,Off,On,On,On,Off,Off,On,On,Off,On,On,0.08739447593688965,0.17818760871887207,38648,0.17679810523986816,49522,837,2.860466480255127,"[70, 5, 1, 3, 25]"
On,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,0.0930790901184082,0.19635796546936035,34552,0.18261218070983887,49522,837,2.843757152557373,"[70, 5, 1, 3, 25]"
Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,0.0948183536529541,0.17453575134277344,38648,0.18265986442565918,49522,837,2.892794132232666,"[70, 5, 1, 3, 25]"
Off,On,Off,On,On,On,Off,Off,On,On,Off,Off,On,On,On,On,Off,On,On,Off,0.09232640266418457,0.15129923820495605,33512,0.1691737174987793,49522,837,2.8009748458862305,"[70, 5, 1, 3, 25]"
On,Off,On,On,Off,On,On,Off,Off,On,On,Off,On,On,On,On,On,Off,Off,Off,0.09474992752075195,0.15652036666870117,34552,0.17979979515075684,49522,837,2.8149218559265137,"[70, 5, 1, 3, 25]"
