inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,10,2,3,5,0.4666666666666666,2.783108925819397,0
70,15,3,3,35,0.4787878787878787,3.9427083015441893,0
60,10,2,2,5,0.34545454545454546,2.7196004152297975,0
90,5,2,1,15,0.2606060606060606,2.7565359354019163,1
60,25,1,2,10,0.006060606060606061,2.7474628686904907,1
50,25,2,2,10,0.18787878787878787,2.91029212474823,2
60,20,1,3,5,-0.006060606060606061,2.7484790086746216,2
80,15,2,4,15,-0.3939393939393939,2.9099958419799803,3
80,20,1,4,35,-0.07878787878787878,3.8191340923309327,3
70,15,1,1,15,-0.4545454545454545,2.7618404626846313,3
