inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,25,1,2,10,-0.09090909090909088,2.6774220943450926,0
60,15,2,2,5,0.6,2.794453239440918,0
60,25,1,2,5,0.4424242424242424,2.6831654787063597,0
70,15,1,2,10,0.5151515151515151,2.726164770126343,0
60,15,3,3,15,0.5757575757575757,2.8526098012924193,1
60,10,2,2,5,0.34545454545454546,2.7196004152297975,1
80,25,1,2,5,-0.6606060606060605,2.7184779167175295,1
50,10,2,3,5,0.4666666666666666,2.783108925819397,1
70,15,3,3,35,0.4787878787878787,3.9427083015441893,2
60,20,2,2,5,0.28484848484848485,2.721514439582825,2
