maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
11013,68,23824,52316,25788,50,196,false,11418,false,281407,25650,6311,false,36347,21628,54528,303,14638,1,2760.4,180.11743187904358,"[8, 50, 180, True]",1
11013,531,29781,21644,79809,11,140,false,3632,false,251511,25967,41491,false,36347,47390,4945,895,455114,7,2715.03,180.11011934280396,"[8, 50, 180, True]",1
11485,531,29781,53069,79809,39,140,true,3632,false,34408,25967,95053,false,41747,47390,4945,895,455114,5,2704.51,180.11355876922607,"[8, 50, 180, True]",1
17403,531,2726,5659,18917,43,445,false,7566,false,41497,25650,95053,true,38728,13518,45422,534,14638,7,2698.91,180.0940706729889,"[8, 50, 180, True]",1
3822,326,1510,57871,61599,43,182,true,46962,false,298118,48558,89965,true,38728,30741,11571,918,285222,7,2695.36,180.11076164245605,"[8, 50, 180, True]",1
3822,620,1510,31327,84467,33,277,false,46962,false,251511,48558,10457,false,36347,30741,11571,521,290736,7,2694.19,180.11387944221497,"[8, 50, 180, True]",1
3822,326,1510,57871,84467,43,196,true,42698,false,197462,17912,89965,false,36347,30741,62806,918,290736,7,2692.23,180.11703085899353,"[8, 50, 180, True]",1
11013,326,2726,57871,18917,43,445,false,42698,false,41497,25650,89965,true,38728,46610,45422,918,14638,1,2688.15,180.12679767608643,"[8, 50, 180, True]",1
3822,391,23824,52316,25788,11,445,false,46962,false,309364,12386,44840,true,36347,46610,45422,534,566166,1,2682.25,180.11634492874146,"[8, 50, 180, True]",1
17403,531,2726,5659,18917,43,445,false,7566,false,41497,25650,95053,true,38728,13518,45422,534,14638,7,2678.99,180.11905074119568,"[8, 50, 180, True]",1
3822,68,1510,57871,25788,11,196,true,42698,false,197462,12386,89965,false,36347,30741,45422,918,427362,7,2678.56,180.13125324249268,"[8, 50, 180, True]",1
3822,68,23824,31327,25788,33,277,false,46962,false,251511,12386,6311,false,36347,30741,54528,303,14638,1,2677.33,180.12719702720642,"[8, 50, 180, True]",1
10206,620,22824,57871,84467,71,196,false,13294,false,197462,17912,16618,true,37868,4075,11571,918,285222,1,2675.56,180.1130769252777,"[8, 50, 180, True]",1
17138,608,27878,31437,31126,168,217,true,15551,false,400809,58354,44782,false,33718,62766,50827,884,473154,10,2672.01,180.11132049560547,"[8, 50, 180, True]",1
10206,184,23824,8618,98662,50,196,true,11418,true,197462,17912,10457,true,34794,4075,11571,401,285222,1,2671.94,180.1230480670929,"[8, 50, 180, True]",1
11013,326,2726,57871,61599,43,196,true,42698,false,197462,17912,89965,true,38728,46610,2439,918,285222,1,2668.88,180.1134548187256,"[8, 50, 180, True]",1
4872,563,45846,58756,77865,40,412,true,38160,true,394685,37796,42278,false,5607,5500,45177,272,138207,10,2667.92,180.11960434913635,"[8, 50, 180, True]",1
3822,68,23824,5659,25788,11,277,false,46962,false,309364,12386,44840,false,36347,46610,45422,303,14638,1,2666.25,180.1230571269989,"[8, 50, 180, True]",1
1128,317,6785,22814,18917,43,105,false,7566,false,111131,32469,32513,true,38728,54659,45422,179,552076,6,2666.03,180.12069582939148,"[8, 50, 180, True]",1
14959,712,37233,24102,12772,316,124,false,42413,true,504677,50322,12640,true,22797,1546,33302,937,313959,5,2664.56,180.12684869766235,"[8, 50, 180, True]",1
