fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,On,Off,Off,Off,Off,On,Off,On,0.0754694938659668,1.630211353302002,513896,34.36010813713074,2152160,10605,40.184520959854126,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,On,On,On,On,On,On,Off,0.07872915267944336,1.4770832061767578,515192,34.076857805252075,2152160,10605,38.23912954330444,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,On,On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,On,0.09140944480895996,1.4816563129425049,522088,34.151127338409424,2152160,10605,38.50922918319702,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,On,0.08986544609069824,1.5316274166107178,513704,34.10285305976868,2152160,10605,38.276376724243164,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,On,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,0.07442951202392578,1.5180089473724365,522088,34.04904079437256,2152160,10605,38.31998348236084,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,On,Off,Off,0.07650375366210938,1.518263339996338,523192,34.08858346939087,2152160,10605,38.27858519554138,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,On,On,On,On,Off,Off,Off,On,On,On,On,Off,On,0.0881037712097168,1.5278191566467285,523384,34.084879875183105,2152160,10605,38.16725564002991,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,0.08270525932312012,1.4749975204467773,523192,34.10995936393738,2152160,10605,38.28884840011597,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,On,On,Off,Off,0.08401894569396973,1.5090861320495605,515000,34.006892919540405,2152160,10605,38.23309874534607,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,On,On,On,On,Off,Off,Off,Off,On,On,On,On,Off,On,0.08939075469970703,1.5367629528045654,523384,34.0413715839386,2152160,10605,38.173916816711426,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,On,Off,On,0.09680628776550293,1.5320343971252441,521896,34.01718211174011,2152160,10605,38.3651704788208,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,Off,0.09910750389099121,1.5634117126464844,521896,34.00194025039673,2152160,10605,38.275449991226196,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,0.1093437671661377,1.475938320159912,522088,34.027289152145386,2152160,10605,38.327600717544556,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,On,Off,On,Off,Off,0.08864784240722656,1.5260875225067139,521896,34.09427499771118,2152160,10605,38.2773003578186,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,On,Off,On,On,On,On,On,On,Off,On,On,Off,Off,Off,0.09724664688110352,1.5036745071411133,515000,34.05907487869263,2152160,10605,38.16031241416931,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,On,On,On,On,On,On,On,Off,On,On,Off,On,On,Off,0.08673429489135742,1.4657912254333496,522088,34.04857802391052,2152160,10605,38.236377477645874,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,On,On,On,0.10039830207824707,1.5344526767730713,521896,34.12406635284424,2152160,10605,38.24666953086853,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,On,On,Off,Off,On,Off,On,On,On,On,Off,Off,On,Off,Off,0.09312200546264648,1.4959585666656494,521896,34.082457542419434,2152160,10605,38.27254390716553,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,Off,0.0897214412689209,1.5165257453918457,522088,34.06260299682617,2152160,10605,38.13418173789978,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,0.08870697021484375,1.5375335216522217,521896,34.084614515304565,2152160,10605,38.293747663497925,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,On,On,0.09279799461364746,1.5267701148986816,513704,34.06310200691223,2152160,10605,38.29989719390869,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,On,On,0.09216928482055664,1.5088975429534912,521896,34.0788848400116,2152160,10605,38.19816851615906,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,On,Off,0.0816965103149414,1.54213285446167,513896,34.100531816482544,2152160,10605,38.2481746673584,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,On,Off,On,Off,Off,Off,0.09197235107421875,1.5412263870239258,523384,34.05285429954529,2152160,10605,38.31335639953613,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,Off,On,Off,On,On,On,On,On,On,Off,Off,Off,Off,Off,0.09150838851928711,1.5300805568695068,513896,34.11899447441101,2152160,10605,38.335484981536865,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,Off,Off,Off,On,On,On,Off,On,0.08519983291625977,1.484222173690796,523384,34.14215445518494,2152160,10605,38.183377504348755,"[10, 50, 6, 4, 50]"
