fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,On,Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,0.10877466201782227,1.5728540420532227,523384,34.28824019432068,2152160,10605,40.057305335998535,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,Off,Off,On,On,On,Off,Off,On,On,On,Off,On,Off,On,0.07491755485534668,1.4742531776428223,521896,34.062785625457764,2152160,10605,38.36734390258789,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,On,Off,On,On,On,Off,On,Off,0.07821965217590332,1.4998817443847656,515192,34.11212611198425,2152160,10605,38.32321619987488,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,Off,On,0.10349512100219727,1.510648250579834,521896,34.01976203918457,2152160,10605,38.16667628288269,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,0.0960841178894043,1.4877030849456787,515192,34.094056367874146,2152160,10605,38.258567810058594,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,On,0.09421706199645996,1.5930781364440918,513704,34.14040994644165,2152160,10605,38.476438760757446,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,0.08513784408569336,1.5260825157165527,523192,34.05178880691528,2152160,10605,38.279945611953735,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,On,On,On,On,On,Off,On,On,On,On,On,Off,Off,On,Off,0.08767580986022949,1.483795166015625,513896,34.07731628417969,2152160,10605,38.23637652397156,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,Off,0.09139490127563477,1.5540316104888916,515000,34.151591539382935,2152160,10605,38.30637550354004,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,Off,On,On,On,On,Off,On,On,On,On,Off,Off,Off,Off,0.09919881820678711,1.5169126987457275,513896,34.070943117141724,2152160,10605,38.28132963180542,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,On,On,On,On,On,Off,On,On,Off,On,Off,Off,On,0.09258580207824707,1.4908044338226318,523384,34.13059735298157,2152160,10605,38.37116527557373,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,On,0.09526491165161133,1.4714884757995605,521896,34.07163166999817,2152160,10605,38.28950524330139,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,Off,On,Off,On,On,0.09678244590759277,1.4916298389434814,515192,34.1111216545105,2152160,10605,38.27465033531189,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,0.09735822677612305,1.467149019241333,513704,34.04620432853699,2152160,10605,38.19985270500183,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,On,On,Off,On,Off,On,On,Off,Off,On,On,On,On,Off,0.10301804542541504,1.4987461566925049,523384,34.04427242279053,2152160,10605,38.30160307884216,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,On,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,On,On,0.09668660163879395,1.4612624645233154,521896,34.06286072731018,2152160,10605,38.258620500564575,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,On,Off,Off,0.08775830268859863,1.4692168235778809,515000,34.08666777610779,2152160,10605,38.16799998283386,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,0.07593607902526855,1.5301518440246582,513704,34.06127452850342,2152160,10605,38.22433829307556,"[10, 50, 6, 4, 50]"
