innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
455,656418246,1600,615042807,54970330,613224088,114429,996989093,1,65,15307921462,21149,1502539140,108,86342787,noblob,8959,60950160,39,376498,263.71,250.18082690238953,"[180, 50, 100000, 4, 0.5]",64.62432646751404,180.08850812911987,1.7335021495819092
631,561250110,33423,936284671,53985965,477452765,5261,902687160,0,61,10640780556,20368,894414579,48,121411298,full,2585,123453829,40,189648,241.73,252.09575748443604,"[180, 50, 100000, 4, 0.5]",67.57646751403809,180.21424865722656,1.2131972312927246
561,1043254686,11869,920059621,18199040,358532848,6171,24825675,2,80,14515573487,16277,2325327106,114,888220,noblob,7161,3584273,67,751289,250.19,247.7765350341797,"[180, 50, 100000, 4, 0.5]",63.34469938278198,180.12176084518433,1.2127349376678467
282,428880031,22378,593253880,24990132,95151206,57078,843825743,0,95,13203053724,2582,1873087672,79,113254185,full,7547,28516150,26,977912,247.27,253.09478402137756,"[180, 50, 100000, 4, 0.5]",68.79957938194275,180.1566083431244,1.0259485244750977
156,553312043,25641,914069935,14740233,23179455,69646,349867236,0,46,11330374810,13657,3312136207,66,85696246,full,3940,95078413,35,334188,243.74,253.12212347984314,"[180, 50, 100000, 4, 0.5]",68.42569875717163,180.2020239830017,1.4045464992523193
729,442579493,5115,464626444,27346776,335969108,89642,458150838,2,33,13550698131,20506,3071455286,72,62020738,full,9902,132743459,75,722071,259.52,244.07542371749878,"[180, 50, 100000, 4, 0.5]",59.66440796852112,180.1630494594574,1.1370470523834229
923,936114042,32969,1036515370,53012786,842935957,99067,145557224,0,65,12601745011,17740,3874212696,13,89239141,noblob,9855,25994511,71,610353,247.56,251.1881284713745,"[180, 50, 100000, 4, 0.5]",66.07846426963806,180.1707832813263,1.8158326148986816
79,565379143,29072,417894258,27708388,284230974,13196,153670779,0,55,11001421115,14396,1400578062,123,33491955,noblob,2551,38109496,38,647371,238.37,255.39578700065613,"[180, 50, 100000, 4, 0.5]",70.5851240158081,180.14790391921997,1.5547072887420654
502,104290680,28860,288750063,19078255,818293712,118847,744802742,1,32,14914930653,3263,2935747766,27,113128935,noblob,576,22208772,9,932201,221.55,255.72810554504395,"[180, 50, 100000, 4, 0.5]",70.37956619262695,180.163348197937,2.084148645401001
664,211757449,38690,796397448,41728168,943317277,36753,1054511442,1,44,11607909941,22521,1713355335,98,76399251,noblob,3535,89157704,67,794255,217.41,256.2944002151489,"[180, 50, 100000, 4, 0.5]",71.21766662597656,180.1274516582489,1.8438348770141602
347,674397044,12228,546636247,60573475,506875425,97241,906064787,1,52,13399745422,14768,599571260,52,30111377,full,1177,117619341,9,27165,226.97,248.50970911979675,"[180, 50, 100000, 4, 0.5]",63.33336424827576,180.17867231369019,1.8990538120269775
99,95967773,31880,982348610,110828767,239621494,47851,772648388,1,22,11866792212,17431,520648426,6,128017630,minimal,955,42182161,30,726027,222.81,255.55473852157593,"[180, 50, 100000, 4, 0.5]",70.35812640190125,180.1440408229828,1.9487035274505615
781,461840752,29073,8874596,7986416,1044558354,119089,582592021,0,50,11535269127,16419,1575409813,13,56160015,full,8329,83656128,81,764245,242.63,257.5926253795624,"[180, 50, 100000, 4, 0.5]",73.2789478302002,180.16077280044556,1.0439727306365967
174,60951967,23929,987503458,33803039,28349591,73385,1067315410,1,95,13170985408,8002,2780029927,77,132360988,noblob,9991,50001181,89,290356,214.34,262.37866473197937,"[180, 50, 100000, 4, 0.5]",77.19743824005127,180.11775588989258,1.9634833335876465
623,723668506,4272,941177358,4823547,929765177,2726,146883771,2,54,10825594683,8375,1338885782,1,79908849,full,280,105373022,10,764669,254.33,253.7722659111023,"[180, 50, 100000, 4, 0.5]",69.46957778930664,180.21855282783508,0.9837892055511475
484,845400457,33928,1052771888,90804865,964738106,75665,875868091,1,64,14323078919,29791,1943222443,16,76118247,minimal,7965,103818957,4,519056,214.37,254.0958251953125,"[180, 50, 100000, 4, 0.5]",69.02138233184814,180.15170526504517,1.828869104385376
227,294587755,25358,545944944,51045322,711379936,40892,171960412,2,70,14535097496,13144,1643127551,82,63224923,minimal,5494,23252352,100,887644,243.65,258.33002185821533,"[180, 50, 100000, 4, 0.5]",73.78357291221619,180.16264271736145,1.2699711322784424
650,143365111,9810,245364264,94220959,648174998,5707,1003439917,0,48,12942782566,3623,2343716715,25,59935096,full,6014,115380388,2,915342,252.26,252.5949354171753,"[180, 50, 100000, 4, 0.5]",67.95934009552002,180.18063402175903,1.3299682140350342
949,397252597,18231,638358173,23075967,153919099,92478,429517459,2,67,15220501047,10909,3746271183,47,43582509,full,7218,98694907,3,961490,242.09,251.66121077537537,"[180, 50, 100000, 4, 0.5]",67.17008829116821,180.24674439430237,1.1564345359802246
146,884062833,15426,932583799,25046999,944367546,34299,729084865,1,84,12589531634,29974,1480938335,57,86812394,full,8474,21630106,44,72332,213.79,256.27725982666016,"[180, 50, 100000, 4, 0.5]",71.12238335609436,180.1504602432251,1.9110140800476074
950,1029634061,11773,1033377938,50747617,1010791961,110345,526293816,2,8,14697103658,27722,2115863235,65,96185822,full,1157,23602315,42,726031,252.91,245.42958569526672,"[180, 50, 100000, 4, 0.5]",60.94917273521423,180.11990404129028,1.2643036842346191
950,143365111,11773,245364264,94220959,1010791961,110345,526293816,2,8,14697103658,3623,2343716715,25,96185822,full,6014,115380388,42,726031,246.41,253.2585151195526,"[180, 50, 100000, 4, 0.5]",68.47365760803223,180.27437472343445,1.4119431972503662
650,1029634061,9810,1033377938,17155678,648174998,5707,1003439917,0,48,12942782566,27722,2115863235,65,59935096,full,1157,23602315,2,915342,254.66,248.61419486999512,"[180, 50, 100000, 4, 0.5]",63.8245632648468,180.29325437545776,1.3946497440338135
949,397252597,11773,638358173,23075967,1010791961,92478,429517459,2,67,14697103658,27722,3746271183,65,43582509,full,7218,98694907,42,726031,248.61,262.05929017066956,"[180, 50, 100000, 4, 0.5]",77.42418241500854,180.1602132320404,1.3632783889770508
950,156927219,18231,1033377938,50747617,153919099,110345,526293816,2,8,15220501047,10909,2115863235,47,96185822,full,1157,23602315,3,961490,247.26,259.24497723579407,"[180, 50, 100000, 4, 0.5]",74.52051091194153,180.22657942771912,1.3752624988555908
282,428880031,29073,8874596,24990132,95151206,119089,582592021,2,50,13203053724,16419,1873087672,79,113254185,full,8329,28516150,26,757434,240.6,256.67317605018616,"[180, 50, 100000, 4, 0.5]",71.84721112251282,180.3051040172577,1.4296507835388184
