inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,25,1,4,10,0.7333333333333332,2.8288283824920653,0
80,25,1,4,35,-0.4666666666666666,2.8107334852218626,0
90,5,1,1,35,0.5393939393939393,2.847736358642578,1
70,10,2,1,5,0.01818181818181818,2.829937791824341,1
70,10,3,1,5,0.406060606060606,2.8469472408294676,1
80,5,1,2,10,0.406060606060606,2.841461420059204,1
70,5,1,2,10,-0.28484848484848485,2.839173150062561,2
70,5,2,3,35,0.5151515151515151,3.4412121057510374,2
90,5,2,2,35,0.4666666666666666,3.037588429450989,2
90,10,2,1,5,0.32121212121212117,2.858717679977417,2
