inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,5,1,1,35,0.5393939393939393,2.847736358642578,0
70,10,2,1,5,0.01818181818181818,2.829937791824341,0
70,10,3,1,5,0.406060606060606,2.8469472408294676,0
90,5,2,2,35,0.4666666666666666,3.037588429450989,1
90,10,2,1,5,0.32121212121212117,2.858717679977417,1
50,25,1,4,25,-0.006060606060606061,2.8494208812713624,1
60,5,3,2,35,0.23636363636363633,3.227661633491516,2
50,10,2,1,5,0.05454545454545454,2.8618760824203493,2
60,25,1,4,10,-0.3696969696969697,2.8576330184936523,2
60,25,1,4,35,-0.16363636363636364,2.862885594367981,3
