ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,Off,Off,On,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,0.08202505111694336,0.3349885940551758,114152,0.42554330825805664,140021,719,3.63335919380188,"[80, 35, 2, 2, 15]"
Off,On,Off,Off,On,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,0.08246970176696777,5.569396495819092,1252968,34.849180698394775,2152160,10605,43.06592130661011,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,0.09808754920959473,0.2775146961212158,114152,0.30866408348083496,140021,719,3.1529898643493652,"[80, 35, 2, 2, 15]"
Off,On,On,Off,On,On,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,0.09203553199768066,0.2437446117401123,110056,0.31327128410339355,140021,719,3.160769462585449,"[80, 35, 2, 2, 15]"
Off,On,On,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,On,Off,On,On,Off,0.07261800765991211,0.24222397804260254,110056,0.31417417526245117,140021,719,3.1637349128723145,"[80, 35, 2, 2, 15]"
Off,On,On,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,On,Off,On,On,Off,0.08475017547607422,5.495094537734985,1248872,34.85234498977661,2152160,10605,42.95345401763916,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,On,0.09603524208068848,0.24387454986572266,114152,0.3046579360961914,140021,719,3.2013967037200928,"[80, 35, 2, 2, 15]"
Off,On,Off,Off,On,On,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,0.0809488296508789,0.2503643035888672,110056,0.3073287010192871,140021,719,2.973816394805908,"[80, 35, 2, 2, 15]"
Off,Off,On,Off,On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,On,Off,On,On,0.10672402381896973,0.2525949478149414,110056,0.298062801361084,140021,719,3.148041248321533,"[80, 35, 2, 2, 15]"
Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,On,Off,Off,On,On,Off,On,On,0.09398126602172852,0.25017452239990234,110056,0.3129127025604248,140021,719,3.2056472301483154,"[80, 35, 2, 2, 15]"
On,On,On,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,0.08515000343322754,0.24063777923583984,110056,0.2957003116607666,140021,719,3.1715266704559326,"[80, 35, 2, 2, 15]"
On,Off,On,Off,On,On,On,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,0.08954119682312012,0.2560598850250244,114152,0.30263185501098633,140021,719,3.2450077533721924,"[80, 35, 2, 2, 15]"
Off,On,On,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,On,Off,0.09140443801879883,0.2497546672821045,112728,0.3079235553741455,140021,719,3.261110305786133,"[80, 35, 2, 2, 15]"
Off,On,On,On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,On,On,Off,On,Off,0.0981600284576416,0.2645609378814697,108632,0.30600547790527344,140021,719,3.1802079677581787,"[80, 35, 2, 2, 15]"
On,On,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,On,On,0.08933830261230469,0.23817992210388184,110056,0.3088521957397461,140021,719,3.1661956310272217,"[80, 35, 2, 2, 15]"
On,On,Off,On,On,On,Off,Off,On,On,On,Off,Off,On,On,On,Off,Off,Off,Off,0.09427547454833984,0.2410430908203125,110056,0.2982606887817383,140021,719,3.2269885540008545,"[80, 35, 2, 2, 15]"
On,On,On,On,Off,On,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,Off,Off,0.08497929573059082,0.2651982307434082,110056,0.3000040054321289,140021,719,3.1041510105133057,"[80, 35, 2, 2, 15]"
Off,Off,On,On,On,On,Off,Off,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,0.09124183654785156,0.2502896785736084,112728,0.30082273483276367,140021,719,3.107252597808838,"[80, 35, 2, 2, 15]"
