maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
16752,3,2321,24505,71382,20,358,false,20901,false,587215,53757,27788,false,17715,53105,54528,412,470669,9,2952.86,361.2608151435852,"[8, 50, 180, True]",1
8121,3,34014,24505,15185,9,373,true,56029,true,587215,53757,27788,false,17715,5514,53932,412,470669,8,2931.59,361.26308846473694,"[8, 50, 180, True]",1
16752,3,2321,55558,15185,9,71,true,56029,false,587215,46394,27788,true,17715,53105,55186,412,32126,8,2897.74,361.2278428077698,"[8, 50, 180, True]",1
14427,3,34014,55558,15185,9,358,true,20901,true,587215,46394,27788,true,58495,53105,53932,412,470669,8,2896.74,361.20026993751526,"[8, 50, 180, True]",1
14427,3,34014,59169,36163,9,373,false,56029,true,587215,46394,27788,false,58495,7578,53932,521,470669,8,2886.8,361.2506220340729,"[8, 50, 180, True]",1
14427,3,34014,55558,15185,9,373,true,56029,true,587215,53757,27788,true,58495,53105,53932,412,470669,8,2870.23,361.2393538951874,"[8, 50, 180, True]",1
14427,3,2321,55558,15185,9,358,true,20901,false,587215,53757,27788,false,17715,53105,53932,412,470669,8,2869.82,361.21922612190247,"[8, 50, 180, True]",1
14427,3,34014,55558,15185,9,373,false,56029,true,587215,46394,27788,true,58495,53105,53932,412,470669,8,2866.76,361.22903275489807,"[8, 50, 180, True]",1
16752,3,2321,55558,15185,9,358,true,12819,false,587215,53757,27788,true,17715,53105,55186,412,470669,8,2844.99,361.2208023071289,"[8, 50, 180, True]",1
14427,3,34014,55558,36163,9,373,true,56029,true,587215,46394,27788,true,58495,53105,53932,320,470669,8,2833.07,361.2378532886505,"[8, 50, 180, True]",1
11048,259,33501,7763,95658,21,180,false,37641,true,564158,24093,58407,true,23970,28461,38428,547,303083,8,2709.82,180.13114380836487,"[8, 50, 180, True]",1
14427,3,32378,55558,36163,20,373,true,3648,false,587215,46394,27788,true,58495,44329,22583,412,470669,8,2704.92,180.13191032409668,"[8, 50, 180, True]",1
8121,303,57796,59169,11791,9,373,false,20901,true,587215,46394,27788,true,17715,5514,53932,762,289888,7,2695.99,180.08736109733582,"[8, 50, 180, True]",1
14427,3,34014,55558,36163,9,373,true,56029,true,587215,46394,27788,true,58495,53105,53932,320,470669,8,2695.26,180.13040041923523,"[8, 50, 180, True]",1
16752,3,2321,24505,15185,9,358,false,20901,false,587215,53757,27788,false,17715,53105,53932,412,470669,9,2682.19,180.13746523857117,"[8, 50, 180, True]",1
4398,873,11086,48659,19229,138,52,false,33813,false,133476,18872,60444,true,7124,46300,56275,574,376457,7,2681.28,180.098783493042,"[8, 50, 180, True]",1
6268,34,28876,24872,17355,51,346,false,20901,false,445902,59157,71922,false,32008,33423,1948,41,519954,4,2679.89,180.11816573143005,"[8, 50, 180, True]",1
14427,608,34014,24505,36163,20,373,false,29457,true,77179,26220,27788,true,58495,44329,53932,320,470669,8,2679.38,180.13350343704224,"[8, 50, 180, True]",1
14427,3,2321,59169,15185,9,373,false,56029,false,587215,53757,27788,false,58495,7578,53932,412,470669,8,2679.06,180.11345314979553,"[8, 50, 180, True]",1
8121,608,34014,24505,36163,20,70,false,29457,true,77179,26220,19522,false,17715,5514,54528,412,470669,8,2678.22,180.12156677246094,"[8, 50, 180, True]",1
