inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,25,1,2,5,-0.1515151515151515,2.8119842529296877,0
70,25,2,2,10,0.6121212121212121,3.0315289974212645,0
50,35,3,1,5,0.309090909090909,2.833595895767212,0
70,35,3,1,5,0.5878787878787878,2.854221725463867,0
70,25,1,2,25,0.006060606060606061,2.8327100038528443,0
80,15,3,2,10,0.6121212121212121,2.964082217216492,0
70,25,1,2,15,-0.4424242424242424,2.8166712045669557,1
70,15,1,3,35,0.6,3.1527216911315916,1
70,15,1,3,10,0.5757575757575757,2.8672701597213743,1
70,35,1,1,5,0.07878787878787878,2.8549819231033324,1
