maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
10142,216,48889,49113,96386,122,122,false,9854,false,367417,55370,54295,false,53709,24893,42544,217,236913,4,2794.08,180.1096477508545,"[8, 50, 180, True]",1
10142,210,27639,49113,91750,28,470,false,25305,false,289257,40125,18888,false,32633,10237,60975,238,236913,4,2764.25,180.11472511291504,"[8, 50, 180, True]",1
14354,210,39441,49113,91750,28,470,false,25305,true,367417,40125,60682,false,17114,24893,6858,281,236913,4,2760.77,180.11947464942932,"[8, 50, 180, True]",1
1820,272,27639,55884,76090,87,398,false,11380,true,289257,37903,64685,false,17114,24893,42544,217,236913,4,2758.51,180.11341094970703,"[8, 50, 180, True]",1
1820,216,39441,55884,91750,122,470,false,9854,false,250737,40125,60682,false,15664,24893,6858,281,192178,8,2756.69,180.1083469390869,"[8, 50, 180, True]",1
10142,272,27639,10934,86704,87,398,false,11380,false,289257,37903,18888,false,32633,10237,60975,238,236913,4,2753.44,180.11918139457703,"[8, 50, 180, True]",1
14354,210,27639,49113,91750,28,279,true,25305,true,367417,3877,11661,false,17114,4286,29281,343,236913,4,2750.51,180.08991765975952,"[8, 50, 180, True]",1
14354,272,39441,55884,92111,122,279,false,9854,false,250737,35746,53766,false,57613,3705,60975,281,192178,3,2748.99,180.10705089569092,"[8, 50, 180, True]",1
14354,272,27639,55884,92111,28,333,false,9854,false,250737,35746,64685,false,17114,3705,60975,281,127466,2,2745.51,180.093115568161,"[8, 50, 180, True]",1
1820,272,39441,10934,86704,87,398,false,11380,false,250737,37903,60682,false,32633,24893,6858,281,236913,4,2744.63,180.10437941551208,"[8, 50, 180, True]",1
14354,216,27639,11695,86704,28,398,false,35081,false,250737,25781,64685,false,62807,12293,51097,74,42733,3,2744.1,180.11137700080872,"[8, 50, 180, True]",1
14354,216,39441,55884,76090,87,398,true,35081,false,250737,55370,88322,false,62807,8122,42544,217,192178,3,2743.83,180.10204911231995,"[8, 50, 180, True]",1
14354,210,39441,55884,91750,28,470,false,25305,false,367417,40125,60682,false,15664,24893,6858,281,236913,4,2742.92,180.07009601593018,"[8, 50, 180, True]",1
10142,272,27639,10934,86704,87,398,false,11380,true,289257,37903,18888,false,17114,10237,42544,238,236913,4,2736.3,180.1094057559967,"[8, 50, 180, True]",1
1820,272,27639,11695,86704,28,387,false,25245,false,367417,25781,64685,false,17114,12293,43608,74,127466,2,2735.91,180.08374643325806,"[8, 50, 180, True]",1
10142,216,53279,49113,96386,87,122,false,35081,false,367417,55370,54295,false,53709,24893,42544,343,236913,4,2735.53,180.09395909309387,"[8, 50, 180, True]",1
10142,210,27639,49113,96386,28,398,false,35081,true,367417,55370,11661,false,17114,4286,42544,343,236913,4,2734.14,180.10179209709167,"[8, 50, 180, True]",1
15156,90,16897,11695,41676,152,387,false,25245,false,565877,25781,40538,false,22182,12293,43608,74,127466,2,2732.71,180.1212887763977,"[8, 50, 180, True]",1
14354,272,39441,10934,86704,87,398,false,11380,true,367417,37903,60682,false,17114,24893,6858,281,236913,4,2732.53,180.1154944896698,"[8, 50, 180, True]",1
14354,210,27639,49113,91750,28,279,false,25305,true,367417,3877,11661,false,17114,4286,29281,343,236913,4,2732.29,180.1677951812744,"[8, 50, 180, True]",1
