fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,On,Off,Off,On,On,Off,On,On,Off,Off,On,On,On,Off,On,On,Off,0.10477709770202637,0.317793607711792,144520,2.2424912452697754,356663,1676,5.613016366958618,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,On,On,Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,On,0.0904848575592041,0.27661848068237305,140352,2.1032028198242188,356663,1676,4.928415298461914,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,On,Off,On,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,0.09946298599243164,0.2662351131439209,140424,2.1392886638641357,356663,1676,5.088708877563477,"[10, 50, 6, 4, 5]"
On,Off,Off,On,On,Off,Off,On,On,Off,On,On,Off,Off,Off,On,On,On,On,On,0.09325647354125977,0.2576577663421631,145592,2.084866762161255,356663,1676,4.9681031703948975,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,On,Off,On,Off,On,Off,0.09316205978393555,0.3204810619354248,145520,2.115866184234619,356663,1676,5.017867565155029,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,On,Off,On,Off,On,Off,On,On,On,On,Off,On,Off,Off,Off,0.08622479438781738,0.27602505683898926,145592,2.1436517238616943,356663,1676,4.969126462936401,"[10, 50, 6, 4, 5]"
On,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,On,On,Off,Off,On,0.0873708724975586,0.27167391777038574,141424,2.130343198776245,356663,1676,4.949149131774902,"[10, 50, 6, 4, 5]"
On,On,On,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,0.09001851081848145,0.28697800636291504,140352,2.1416079998016357,356663,1676,5.030598878860474,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,On,Off,On,Off,On,Off,On,On,On,On,Off,On,Off,Off,Off,0.08522200584411621,0.7590222358703613,207240,4.153240919113159,828309,4503,7.655496835708618,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,On,On,Off,Off,On,0.08461260795593262,0.7712903022766113,207208,4.140517234802246,828309,4503,7.49596643447876,"[10, 50, 6, 4, 10]"
