8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,encode_time,avg_cpu_util,output_file_mb,bitrate_kbps,encode_fps,cost,fidelity
1,p4x4,1,0.6698010465043209,2,12,0,11,23.295120580274137,-6:6,temporal,0,97,4,dia,57,1,0,vbr,0,47.81,47.81,417.297636,30.557823,12838.276914,25.25,48.09398889541626,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",0,1.2776016784862028,1,7,1,-7,7.841845546587156,6:-6,auto,1,385,3,dia,4,0,1,none,0,17.54,17.54,1284.834664,122.844311,51610.655299,69.0,17.716710329055786,"['Action', '1080p', 60, '20s']"
1,p4x4,2,1.9093442325930086,2,13,0,-9,31.496816196985893,6:6,temporal,0,43,3,dia,54,1,0,cbr,1,55.6,55.6,332.05036,14.582215,6126.435023,21.59,55.75957226753235,"['Action', '1080p', 60, '20s']"
0,p4x4,2,1.911532185562115,0,10,1,-1,1.2134050920272186,2:-2,auto,0,368,1,umh,46,0,0,cbr,0,24.83,24.83,1171.888844,325.439421,136727.062559,48.49,25.016289234161377,"['Action', '1080p', 60, '20s']"
1,"p8x8,b8x8,i8x8,i4x4",2,0.2922784673232155,2,9,1,-1,6.4499679005216635,4:4,none,0,411,4,esa,31,0,0,vbr,0,79.94,79.94,1405.704278,119.78601,50325.769444,15.02,80.10109615325928,"['Action', '1080p', 60, '20s']"
1,all,3,0.6076115582735653,0,5,1,4,26.250676150511897,2:2,temporal,0,280,2,hex,61,1,0,vbr,0,16.83,16.83,1219.904932,24.686092,10371.383066,71.66,16.96243190765381,"['Action', '1080p', 60, '20s']"
0,p4x4,2,0.7963403618786435,2,2,0,4,10.174466570197579,0:0,spatial,1,290,1,dia,42,1,0,vbr,0,20.46,20.46,523.362659,91.980978,38644.024463,58.88,20.618175506591797,"['Action', '1080p', 60, '20s']"
0,all,3,1.4611206561082022,0,8,1,-2,20.186479088957697,3:3,spatial,0,460,4,tesa,35,1,0,cbr,0,103.57,103.57,1315.004345,47.275002,19861.675261,11.58,103.72738432884216,"['Action', '1080p', 60, '20s']"
1,all,2,1.9153666297934544,1,10,1,-6,39.284584335248084,4:4,spatial,0,196,0,esa,28,1,0,cbr,1,23.32,23.32,1367.753002,5.310132,2230.949011,51.73,23.47297239303589,"['Action', '1080p', 60, '20s']"
1,none,2,0.2446535812051993,1,16,1,-11,48.15527367152155,1:1,auto,1,56,3,tesa,52,1,0,cbr,1,27.74,27.74,1271.809661,2.680208,1126.03751,43.35,27.883504390716553,"['Action', '1080p', 60, '20s']"
1,all,2,0.4968266181467218,2,14,1,-2,48.697586145156606,2:-2,none,0,220,3,hex,34,0,1,cbr,0,62.11,62.11,354.017066,3.707304,1557.551894,19.32,62.252323389053345,"['Action', '1080p', 60, '20s']"
1,p4x4,1,1.195380953907058,0,14,1,10,29.585346184273632,0:0,temporal,1,117,0,umh,22,0,1,vbr,1,13.39,13.39,1100.746826,20.596414,8653.183829,90.2,13.523266792297363,"['Action', '1080p', 60, '20s']"
0,"p8x8,b8x8,i8x8,i4x4",0,0.9936193775202311,0,6,0,-4,26.763382110464214,6:6,spatial,1,256,3,hex,22,0,0,vbr,1,14.37,14.37,1235.003479,27.028371,11355.445954,84.02,14.511893510818481,"['Action', '1080p', 60, '20s']"
