8x8dct,analyse,aq-mode,aq-strength,b-adapt,bframes,cabac,chroma-qp-offset,crf,deblock,direct,fast-pskip,keyint,lookahead-threads,me,merange,mixed-refs,mbtree,nal-hrd,open-gop,run_time,evaluated_time,fidelity_setting,corr
1,none,3,0.9936193775202311,1,6,1,-4,26.763382110464214,6:-6,spatial,1,326,0,dia,4,0,0,none,0,10.17,10.299290180206299,"['Action', '1080p', 60, '20s']",1
0,p8x8,2,0.7963403618786435,2,0,0,4,49.801977859487394,0:0,temporal,1,321,1,dia,60,0,1,vbr,0,10.2,10.344928741455078,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,1.195380953907058,0,4,0,0,29.585346184273632,-4:4,none,1,326,0,hex,17,0,0,vbr,1,10.32,10.467142581939697,"['Action', '1080p', 60, '20s']",1
1,none,2,1.195380953907058,0,12,0,7,29.585346184273632,0:0,spatial,1,385,0,dia,46,0,0,none,1,10.46,10.597452878952026,"['Action', '1080p', 60, '20s']",1
1,p4x4,0,1.195380953907058,0,12,0,7,29.585346184273632,0:0,auto,0,326,0,hex,22,0,0,vbr,1,10.49,10.63836407661438,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,1.195380953907058,0,12,1,0,28.58475890485096,0:0,none,1,445,0,hex,17,1,1,vbr,1,10.58,10.72643232345581,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,1.195380953907058,0,4,1,0,29.585346184273632,0:0,auto,1,326,0,hex,22,0,0,vbr,1,10.64,10.787969589233398,"['Action', '1080p', 60, '20s']",1
1,p4x4,0,0.4498679550631097,0,12,0,7,28.58475890485096,-4:4,none,0,445,0,hex,17,0,0,none,1,10.67,10.824471473693848,"['Action', '1080p', 60, '20s']",1
1,none,0,0.9936193775202311,1,6,1,-4,26.763382110464214,6:-6,spatial,1,326,4,hex,4,0,0,vbr,1,10.85,11.005650520324707,"['Action', '1080p', 60, '20s']",1
1,p4x4,2,0.4498679550631097,0,16,1,7,29.585346184273632,-4:4,none,0,445,0,hex,12,0,1,none,1,10.86,11.017180681228638,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,1.195380953907058,0,6,1,0,26.763382110464214,-4:4,auto,1,385,0,dia,17,0,0,vbr,1,10.86,11.014936208724976,"['Action', '1080p', 60, '20s']",1
0,p4x4,0,1.270976006081585,1,12,1,0,26.763382110464214,-1:1,auto,1,445,0,hex,17,0,0,vbr,1,10.86,11.000027656555176,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,1.6772834893657993,0,2,1,0,28.58475890485096,-4:4,none,1,445,0,hex,17,0,0,none,1,10.87,11.018784284591675,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,1.195380953907058,0,12,0,7,29.585346184273632,6:-6,auto,0,326,0,dia,22,0,0,none,0,10.91,11.05317759513855,"['Action', '1080p', 60, '20s']",1
1,p4x4,2,1.195380953907058,0,12,1,7,28.58475890485096,-4:4,none,0,445,0,hex,12,0,1,vbr,1,10.91,11.058200597763062,"['Action', '1080p', 60, '20s']",1
0,none,0,0.7178658312480799,1,12,1,0,26.763382110464214,-1:1,auto,1,385,0,hex,46,0,0,none,1,10.96,11.127769947052002,"['Action', '1080p', 60, '20s']",1
1,p4x4,2,1.195380953907058,0,16,1,7,29.585346184273632,0:0,none,0,445,0,hex,12,1,1,vbr,1,11.0,11.14842939376831,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.4498679550631097,0,16,1,0,29.585346184273632,0:0,none,1,210,0,hex,12,1,0,vbr,1,11.02,11.175483465194702,"['Action', '1080p', 60, '20s']",1
0,p4x4,3,1.2932080819328864,0,12,0,1,28.58475890485096,-4:4,none,1,326,0,hex,17,1,0,vbr,1,11.04,11.175809144973755,"['Action', '1080p', 60, '20s']",1
1,p4x4,3,0.4498679550631097,0,12,1,0,28.58475890485096,-4:4,none,1,445,0,hex,12,0,0,none,1,11.1,11.231716394424438,"['Action', '1080p', 60, '20s']",1
