inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,5,2,1,5,0.006060606060606061,2.751374888420105,0
50,20,2,1,15,0.406060606060606,2.803001880645752,0
80,10,2,1,5,-0.06666666666666665,2.7794238805770872,1
60,35,2,1,15,-0.04242424242424241,2.823176693916321,1
90,20,1,1,35,0.17575757575757575,2.8662648677825926,1
70,10,1,1,15,-0.2121212121212121,2.832655739784241,2
70,15,3,3,10,0.13939393939393938,2.8864819526672365,2
60,25,2,4,15,-0.11515151515151514,3.0430670738220216,3
60,5,3,1,35,-0.1515151515151515,2.8901877641677856,3
80,5,3,2,25,-0.35757575757575755,2.937868618965149,4
